event_id,player,market,line,bookmaker,game,game_time,bookmaker_last_update,market_last_update,minutes_stale,over_odds,under_odds
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,14.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,105.0,-135.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,15.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,135.0,-180.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,16.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,170.0,-230.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,17.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,215.0,-300.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,9.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-260.0,190.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,10.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-190.0,145.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,11.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-135.0,105.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,12.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-105.0,-125.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,13.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,125.0,-165.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,14.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,160.0,-215.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,15.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,205.0,-280.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,22.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-240.0,175.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,23.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-190.0,145.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,24.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-150.0,115.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,25.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-125.0,-105.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,26.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-105.0,-125.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,27.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,115.0,-150.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,28.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,140.0,-185.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,29.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,170.0,-230.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,30.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,200.0,-275.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_points,8.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-275.0,200.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_points,9.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-190.0,145.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_points,10.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-145.0,110.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_points,11.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-105.0,-125.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_points,12.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,125.0,-165.0
