consensus_line,num_bookmakers,avg_vig,over_best_odds,over_best_book,over_avg_odds,over_worst_odds,over_worst_book,under_best_odds,under_best_book,under_avg_odds,under_worst_odds,under_worst_book,best_market_vig,avg_market_vig,is_arbitrage,arb_opportunity,arb_profit_pct,alternative_lines,num_alternative_lines,date,player,game
2.5,8,7.01,-109,betrivers,-116.2,-135,betmgm,100,betmgm,-89.4,-122,betrivers,2.15,0.95,False,0,0.0,,0,2025-10-23,Devin Vassell,San Antonio Spurs @ Dallas Mavericks
2.5,7,7.05,110,draftkings,43.6,-115,betmgm,-118,betmgm,-134.1,-143,draftkings,1.75,26.94,False,0,0.0,,0,2025-10-23,Dillon Brooks,Sacramento Kings @ Phoenix Suns
0.5,1,7.82,190,betmgm,190.0,190,betmgm,-275,betmgm,-275.0,-275,betmgm,7.82,7.82,False,0,0.0,,0,2025-10-23,Donovan Clingan,Minnesota Timberwolves @ Portland Trail Blazers
2.5,8,7.03,155,bovada,-122.1,-166,fanduel,126,draftkings,79.6,-210,bovada,-16.54,10.65,True,1,16.54,,0,2025-10-23,Donte DiVincenzo,Minnesota Timberwolves @ Portland Trail Blazers
2.5,8,7.04,155,bovada,-117.5,-165,fanatics,120,betmgm,76.2,-210,bovada,-15.33,10.76,True,1,15.33,,0,2025-10-23,Duncan Robinson,Detroit Pistons @ Chicago Bulls
1.5,7,6.8,123,draftkings,113.6,110,williamhill_us,-145,betmgm,-149.9,-160,draftkings,4.03,6.8,False,0,0.0,,0,2025-10-23,Dylan Harper,San Antonio Spurs @ Dallas Mavericks
2.5,7,6.82,170,bovada,-103.9,-155,draftkings,119,draftkings,64.1,-230,bovada,-17.3,11.87,True,1,17.3,[3.5],1,2025-10-23,Gary Trent Jr,Washington Wizards @ Milwaukee Bucks
0.5,1,7.11,130,betmgm,130.0,130,betmgm,-175,betmgm,-175.0,-175,betmgm,7.11,7.11,False,0,0.0,,0,2025-10-23,Giannis Antetokounmpo,Washington Wizards @ Milwaukee Bucks
2.5,8,7.01,155,bovada,-107.1,-158,fanduel,118,fanduel,68.9,-210,bovada,-14.91,10.94,True,1,14.91,,0,2025-10-23,Grayson Allen,Sacramento Kings @ Phoenix Suns
1.5,8,7.06,135,draftkings,128.1,110,betmgm,-150,betmgm,-171.9,-180,betrivers,2.55,7.05,False,0,0.0,,0,2025-10-23,Harrison Barnes,San Antonio Spurs @ Dallas Mavericks
1.5,7,7.21,150,betmgm,138.9,130,fanatics,-178,draftkings,-188.7,-210,betmgm,4.03,7.23,False,0,0.0,,0,2025-10-23,Herb Jones,New Orleans Pelicans @ Memphis Grizzlies
0.5,4,8.01,-227,betonlineag,-238.0,-250,fanatics,170,williamhill_us,166.0,155,fanatics,6.46,8.01,False,0,0.0,,0,2025-10-23,Isaac Okoro,Detroit Pistons @ Chicago Bulls
0.5,1,6.35,250,betmgm,250.0,250,betmgm,-350,betmgm,-350.0,-350,betmgm,6.35,6.35,False,0,0.0,,0,2025-10-23,Isaiah Stewart II,Detroit Pistons @ Chicago Bulls
1.5,7,7.36,-184,draftkings,-195.1,-210,fanduel,154,fanduel,142.6,130,fanatics,4.16,7.34,False,0,0.0,,0,2025-10-23,Ja Morant,New Orleans Pelicans @ Memphis Grizzlies
1.5,6,7.3,141,draftkings,135.0,130,betmgm,-175,betmgm,-183.7,-190,williamhill_us,5.13,7.3,False,0,0.0,,0,2025-10-23,Jaden McDaniels,Minnesota Timberwolves @ Portland Trail Blazers
2.5,7,6.84,-120,fanatics,-130.3,-143,betrivers,110,betrivers,-44.1,-110,fanatics,2.16,-12.8,False,0,0.0,,0,2025-10-23,James Harden,Los Angeles Clippers @ Utah Jazz
2.5,7,7.1,122,betonlineag,119.7,115,williamhill_us,-157,draftkings,-160.3,-165,fanatics,6.13,7.09,False,0,0.0,[1.5],1,2025-10-23,Jaren Jackson Jr,New Orleans Pelicans @ Memphis Grizzlies
2.5,7,7.27,145,betrivers,128.9,115,betmgm,-155,betmgm,-174.6,-200,betrivers,1.6,7.27,False,0,0.0,[1.5],1,2025-10-23,Jaylen Wells,New Orleans Pelicans @ Memphis Grizzlies
1.5,8,7.13,165,bovada,-131.2,-185,betmgm,136,draftkings,84.9,-220,bovada,-19.89,10.85,True,1,19.89,,0,2025-10-23,Jerami Grant,Minnesota Timberwolves @ Portland Trail Blazers
0.5,2,6.43,115,betmgm,109.0,103,betonlineag,-133,betonlineag,-141.5,-150,betmgm,3.59,6.44,False,0,0.0,,0,2025-10-23,Jock Landale,New Orleans Pelicans @ Memphis Grizzlies
0.5,4,7.96,-224,draftkings,-239.8,-250,betmgm,180,betmgm,167.5,155,fanatics,4.85,7.95,False,0,0.0,[1.5],1,2025-10-23,John Collins,Los Angeles Clippers @ Utah Jazz
1.5,3,6.57,110,betonlineag,-38.0,-114,draftkings,-113,draftkings,-125.3,-143,betonlineag,0.67,-16.84,False,0,0.0,,0,2025-10-23,Jordan Hawkins,New Orleans Pelicans @ Memphis Grizzlies
2.5,7,6.96,-139,betrivers,-154.9,-169,draftkings,129,draftkings,116.4,105,betrivers,1.83,6.97,False,0,0.0,[3.5],1,2025-10-23,Jordan Poole,New Orleans Pelicans @ Memphis Grizzlies
1.5,8,6.94,120,betmgm,114.8,100,betonlineag,-130,betonlineag,-152.5,-160,betmgm,1.98,6.96,False,0,0.0,,0,2025-10-23,Jose Alvarado,New Orleans Pelicans @ Memphis Grizzlies
1.5,8,6.8,105,bovada,23.9,-110,betmgm,-120,betmgm,-130.1,-135,bovada,3.33,37.27,False,0,0.0,,0,2025-10-23,Josh Giddey,Detroit Pistons @ Chicago Bulls
1.5,8,6.93,190,bovada,-102.2,-152,fanduel,114,fanduel,62.5,-260,bovada,-18.79,12.09,True,1,18.79,,0,2025-10-23,Jrue Holiday,Minnesota Timberwolves @ Portland Trail Blazers
2.5,6,7.15,130,draftkings,123.7,120,fanatics,-160,betmgm,-166.2,-170,williamhill_us,5.02,7.14,False,0,0.0,[1.5],1,2025-10-23,Julian Champagnie,San Antonio Spurs @ Dallas Mavericks
1.5,8,6.83,-108,draftkings,-113.6,-122,fanduel,-108,fanduel,-115.9,-120,draftkings,3.85,6.87,False,0,0.0,,0,2025-10-23,Julius Randle,Minnesota Timberwolves @ Portland Trail Blazers
1.5,7,7.24,-160,draftkings,-178.0,-195,betrivers,143,betrivers,131.3,123,draftkings,2.69,7.27,False,0,0.0,,0,2025-10-23,Kawhi Leonard,Los Angeles Clippers @ Utah Jazz
1.5,4,8.0,178,betonlineag,157.0,140,fanatics,-210,betmgm,-222.8,-238,betonlineag,3.71,7.93,False,0,0.0,[0.5],1,2025-10-23,Keldon Johnson,San Antonio Spurs @ Dallas Mavericks
1.5,8,7.05,190,bovada,-119.0,-170,williamhill_us,126,draftkings,74.0,-260,bovada,-21.27,11.81,True,1,21.27,,0,2025-10-23,Kentavious Caldwell-Pope,New Orleans Pelicans @ Memphis Grizzlies
1.5,6,6.97,-128,draftkings,-134.0,-140,fanatics,105,fanatics,67.8,-101,draftkings,4.92,16.85,False,0,0.0,,0,2025-10-23,Keon Ellis,Sacramento Kings @ Phoenix Suns
2.5,7,7.13,140,fanduel,129.6,110,betrivers,-143,betrivers,-174.9,-190,fanatics,0.51,7.18,False,0,0.0,[1.5],1,2025-10-23,Kevin Huerter,Detroit Pistons @ Chicago Bulls
1.5,8,7.04,155,betrivers,147.0,130,fanatics,-190,fanatics,-198.8,-210,betrivers,4.73,7.01,False,0,0.0,,0,2025-10-23,Kevin Porter Jr.,Washington Wizards @ Milwaukee Bucks
2.5,7,7.01,122,draftkings,114.9,110,williamhill_us,-150,betmgm,-152.9,-158,draftkings,5.05,6.99,False,0,0.0,[1.5],1,2025-10-23,Keyonte George,Los Angeles Clippers @ Utah Jazz
1.5,8,7.37,160,betrivers,146.1,130,williamhill_us,-185,williamhill_us,-200.4,-215,betrivers,3.37,7.34,False,0,0.0,,0,2025-10-23,Khris Middleton,Washington Wizards @ Milwaukee Bucks
2.5,8,6.94,180,bovada,-89.1,-135,betmgm,100,fanduel,-71.5,-245,bovada,-14.29,-11.18,True,1,14.29,,0,2025-10-23,Klay Thompson,San Antonio Spurs @ Dallas Mavericks
1.5,6,7.47,167,betonlineag,159.0,150,fanatics,-210,betmgm,-221.2,-240,fanatics,5.2,7.47,False,0,0.0,[0.5],1,2025-10-23,Kyle Filipowski,Los Angeles Clippers @ Utah Jazz
1.5,8,7.35,180,betmgm,157.0,140,betrivers,-190,betrivers,-217.2,-250,betmgm,1.23,7.39,False,0,0.0,,0,2025-10-23,Kyle Kuzma,Washington Wizards @ Milwaukee Bucks
1.5,8,6.87,210,bovada,-89.6,-140,betmgm,105,betmgm,26.4,-290,bovada,-18.96,26.39,True,1,18.96,,0,2025-10-23,Kyshawn George,Washington Wizards @ Milwaukee Bucks
2.5,6,7.09,-162,betrivers,-168.7,-175,fanatics,128,draftkings,125.7,120,betrivers,5.69,7.09,False,0,0.0,[3.5],1,2025-10-23,Lauri Markkanen,Los Angeles Clippers @ Utah Jazz
2.5,8,7.01,154,fanduel,142.5,125,fanatics,-175,fanatics,-192.1,-210,fanduel,3.01,7.01,False,0,0.0,,0,2025-10-23,Luguentz Dort,Oklahoma City Thunder @ Indiana Pacers
1.5,7,7.22,150,bovada,-130.6,-190,fanatics,134,fanduel,83.3,-200,bovada,-17.26,11.19,True,1,17.26,[2.5],1,2025-10-23,Malik Monk,Sacramento Kings @ Phoenix Suns
1.5,8,6.87,210,bovada,-107.8,-175,betmgm,130,betmgm,64.8,-290,bovada,-24.26,12.56,True,1,24.26,,0,2025-10-23,Matas Buzelis,Detroit Pistons @ Chicago Bulls
1.5,8,6.95,-104,draftkings,-108.6,-114,fanduel,-114,fanduel,-121.8,-125,betmgm,4.25,6.97,False,0,0.0,,0,2025-10-23,Mike Conley,Minnesota Timberwolves @ Portland Trail Blazers
1.5,8,7.15,175,bovada,-123.1,-175,fanatics,133,draftkings,77.8,-240,bovada,-20.72,11.44,True,1,20.72,,0,2025-10-23,Myles Turner,Washington Wizards @ Milwaukee Bucks
0.5,1,7.74,-105,betmgm,-105.0,-105,betmgm,-130,betmgm,-130.0,-130,betmgm,7.74,7.74,False,0,0.0,,0,2025-10-23,Naji Marshall,San Antonio Spurs @ Dallas Mavericks
2.5,7,7.16,145,betmgm,132.4,120,fanduel,-160,fanduel,-179.0,-200,betmgm,2.35,7.18,False,0,0.0,[1.5],1,2025-10-23,Naz Reid,Minnesota Timberwolves @ Portland Trail Blazers
1.5,8,7.27,210,bovada,-107.6,-170,williamhill_us,122,draftkings,62.8,-290,bovada,-22.7,13.28,True,1,22.7,,0,2025-10-23,Nikola Vucevic,Detroit Pistons @ Chicago Bulls
1.5,7,6.56,-125,fanatics,-131.6,-135,betmgm,105,betmgm,43.9,-105,fanatics,4.34,26.33,False,0,0.0,,0,2025-10-23,Obi Toppin,Oklahoma City Thunder @ Indiana Pacers
1.5,8,6.89,121,draftkings,108.9,102,fanduel,-135,bovada,-144.0,-157,draftkings,2.7,6.89,False,0,0.0,,0,2025-10-23,P.J. Washington,San Antonio Spurs @ Dallas Mavericks
1.5,8,6.94,125,betmgm,121.4,110,fanatics,-145,fanatics,-161.6,-170,williamhill_us,3.63,6.95,False,0,0.0,,0,2025-10-23,Pascal Siakam,Oklahoma City Thunder @ Indiana Pacers
0.5,1,7.45,-135,betmgm,-135.0,-135,betmgm,100,betmgm,100.0,100,betmgm,7.45,7.45,False,0,0.0,,0,2025-10-23,Ron Holland,Detroit Pistons @ Chicago Bulls
2.5,5,6.88,126,draftkings,116.6,105,betmgm,-145,betmgm,-154.4,-164,draftkings,3.43,6.86,False,0,0.0,[1.5],1,2025-10-23,Royce O'Neale,Sacramento Kings @ Phoenix Suns
0.5,2,6.4,-125,betonlineag,-137.5,-150,betmgm,115,betmgm,6.0,-103,betonlineag,2.07,52.23,False,0,0.0,,0,2025-10-23,Russell Westbrook,Sacramento Kings @ Phoenix Suns
1.5,8,6.86,109,draftkings,51.2,-110,betmgm,-120,betmgm,-133.6,-141,draftkings,2.39,23.31,False,0,0.0,,0,2025-10-23,Ryan Dunn,Sacramento Kings @ Phoenix Suns
1.5,3,7.64,144,betonlineag,138.0,130,fanatics,-189,betonlineag,-190.7,-193,williamhill_us,6.38,7.61,False,0,0.0,,0,2025-10-23,Saddiq Bey,New Orleans Pelicans @ Memphis Grizzlies
2.5,7,7.13,128,betrivers,119.3,115,draftkings,-149,draftkings,-160.0,-175,betrivers,3.7,7.14,False,0,0.0,[1.5],1,2025-10-23,Santi Aldama,New Orleans Pelicans @ Memphis Grizzlies
2.5,7,6.94,127,draftkings,120.3,112,betrivers,-150,betrivers,-160.0,-165,draftkings,4.05,6.93,False,0,0.0,[1.5],1,2025-10-23,Shaedon Sharpe,Minnesota Timberwolves @ Portland Trail Blazers
1.5,8,7.02,175,bovada,-122.8,-175,betmgm,130,betmgm,78.1,-240,bovada,-20.16,11.25,True,1,20.16,,0,2025-10-23,Shai Gilgeous-Alexander,Oklahoma City Thunder @ Indiana Pacers
1.5,7,7.1,135,betmgm,126.3,118,betrivers,-157,betrivers,-169.7,-185,betmgm,3.64,7.12,False,0,0.0,,0,2025-10-23,Stephon Castle,San Antonio Spurs @ Dallas Mavericks
1.5,5,7.08,108,fanduel,105.0,100,betmgm,-135,betmgm,-139.8,-144,fanduel,5.52,7.08,False,0,0.0,,0,2025-10-23,Taylor Hendricks,Los Angeles Clippers @ Utah Jazz
1.5,8,7.03,138,betrivers,128.5,125,williamhill_us,-165,betmgm,-172.2,-186,betrivers,4.28,7.03,False,0,0.0,,0,2025-10-23,Tobias Harris,Detroit Pistons @ Chicago Bulls
1.5,5,7.23,165,bovada,-112.2,-190,williamhill_us,135,williamhill_us,62.2,-220,bovada,-19.71,14.53,True,1,19.71,[2.5],1,2025-10-23,Toumani Camara,Minnesota Timberwolves @ Portland Trail Blazers
1.5,6,7.32,135,betmgm,123.0,118,fanduel,-156,betonlineag,-166.7,-185,betmgm,3.49,7.34,False,0,0.0,,0,2025-10-23,Tre Johnson,Washington Wizards @ Milwaukee Bucks
2.5,8,7.04,-140,betmgm,-153.8,-165,fanatics,120,bovada,115.2,105,betmgm,3.79,7.05,False,0,0.0,,0,2025-10-23,Trey Murphy III,New Orleans Pelicans @ Memphis Grizzlies
2.5,7,6.99,121,draftkings,114.6,105,betmgm,-140,betmgm,-152.4,-162,betrivers,3.58,6.99,False,0,0.0,[1.5],1,2025-10-23,Victor Wembanyama,San Antonio Spurs @ Dallas Mavericks
0.5,1,5.77,225,betmgm,225.0,225,betmgm,-300,betmgm,-300.0,-300,betmgm,5.77,5.77,False,0,0.0,,0,2025-10-23,Walker Kessler,Los Angeles Clippers @ Utah Jazz
1.5,3,6.9,-113,betrivers,-114.0,-115,fanatics,-114,fanduel,-115.7,-118,betrivers,6.32,6.9,False,0,0.0,,0,2025-10-23,Walter Clayton Jr.,Los Angeles Clippers @ Utah Jazz
2.5,5,6.85,135,bovada,-109.8,-180,betrivers,133,betrivers,66.8,-180,bovada,-14.53,12.29,True,1,14.53,[3.5],1,2025-10-23,Zach LaVine,Sacramento Kings @ Phoenix Suns
2.5,7,6.94,117,draftkings,114.3,110,fanatics,-145,fanatics,-151.7,-155,betrivers,5.27,6.94,False,0,0.0,[1.5],1,2025-10-24,A.J. Green,Milwaukee Bucks @ Toronto Raptors
1.5,8,6.9,130,bovada,121.6,116,betrivers,-155,draftkings,-161.6,-170,bovada,4.26,6.9,False,0,0.0,,0,2025-10-24,Aaron Gordon,Denver Nuggets @ Golden State Warriors
1.5,7,7.46,162,fanduel,143.1,135,williamhill_us,-180,bovada,-197.0,-220,fanduel,2.45,7.46,False,0,0.0,,0,2025-10-24,Al Horford,Denver Nuggets @ Golden State Warriors
2.5,8,6.85,-102,fanduel,-106.9,-110,bovada,-118,betmgm,-123.2,-130,fanduel,4.62,6.87,False,0,0.0,,0,2025-10-24,Anfernee Simons,Boston Celtics @ New York Knicks
0.5,2,7.24,-130,fanatics,-137.5,-145,betmgm,105,betmgm,102.5,100,fanatics,5.3,7.28,False,0,0.0,,0,2025-10-24,Anthony Black,Atlanta Hawks @ Orlando Magic
0.5,4,7.93,-192,betonlineag,-204.0,-225,fanatics,154,draftkings,144.8,140,fanatics,5.12,7.96,False,0,0.0,,0,2025-10-24,Ben Saraf,Cleveland Cavaliers @ Brooklyn Nets
0.5,2,9.05,-220,betmgm,-222.5,-225,fanatics,160,betmgm,150.0,140,fanatics,7.21,8.99,False,0,0.0,,0,2025-10-24,Bobby Portis,Milwaukee Bucks @ Toronto Raptors
1.5,8,6.99,170,bovada,-129.5,-180,draftkings,138,draftkings,83.8,-230,bovada,-20.95,10.85,True,1,20.95,,0,2025-10-24,Brandin Podziemski,Denver Nuggets @ Golden State Warriors
1.5,8,6.95,210,bovada,-97.6,-149,draftkings,115,draftkings,57.1,-290,bovada,-21.23,13.04,True,1,21.23,,0,2025-10-24,Brandon Ingram,Milwaukee Bucks @ Toronto Raptors
0.5,2,,150,betmgm,132.5,115,fanatics,-210,betmgm,-210.0,-210,betmgm,7.74,10.75,False,0,0.0,,0,2025-10-24,Bruce Brown,Denver Nuggets @ Golden State Warriors
2.5,5,6.95,-110,betmgm,-112.6,-115,fanatics,-114,betonlineag,-117.4,-120,betmgm,5.65,6.97,False,0,0.0,,0,2025-10-24,Buddy Hield,Denver Nuggets @ Golden State Warriors
2.5,7,7.12,128,betrivers,118.6,110,betonlineag,-143,betonlineag,-159.0,-175,betrivers,2.71,7.14,False,0,0.0,[1.5],1,2025-10-24,Cam Thomas,Cleveland Cavaliers @ Brooklyn Nets
2.5,7,7.12,120,fanatics,113.3,107,draftkings,-138,draftkings,-151.6,-165,fanatics,3.44,7.14,False,0,0.0,[1.5],1,2025-10-24,Cameron Johnson,Denver Nuggets @ Golden State Warriors
0.5,2,8.06,-175,betmgm,-182.5,-190,fanatics,130,fanatics,130.0,130,fanatics,7.11,8.08,False,0,0.0,,0,2025-10-24,Chris Boucher,Boston Celtics @ New York Knicks
1.5,7,7.17,164,fanduel,143.9,130,fanatics,-175,betmgm,-195.4,-225,fanduel,1.52,7.16,False,0,0.0,,0,2025-10-24,Christian Braun,Denver Nuggets @ Golden State Warriors
0.5,2,8.7,270,betmgm,255.0,240,fanatics,-400,betmgm,-412.5,-425,fanatics,7.03,8.66,False,0,0.0,,0,2025-10-24,Day'Ron Sharpe,Cleveland Cavaliers @ Brooklyn Nets
2.5,7,7.2,125,draftkings,116.4,105,betmgm,-145,betmgm,-156.3,-165,fanatics,3.63,7.19,False,0,0.0,[1.5],1,2025-10-24,De'Andre Hunter,Cleveland Cavaliers @ Brooklyn Nets
1.5,4,7.25,120,fanatics,118.0,115,williamhill_us,-152,betonlineag,-159.0,-165,fanatics,5.77,7.26,False,0,0.0,,0,2025-10-24,Dean Wade,Cleveland Cavaliers @ Brooklyn Nets
3.5,6,6.9,110,bovada,-107.5,-162,williamhill_us,120,williamhill_us,70.7,-145,bovada,-6.93,10.4,True,1,6.93,[4.5],1,2025-10-24,Derrick White,Boston Celtics @ New York Knicks
2.5,7,6.95,110,betonlineag,106.9,105,fanatics,-138,draftkings,-141.6,-144,fanduel,5.6,6.95,False,0,0.0,[1.5],1,2025-10-24,Desmond Bane,Atlanta Hawks @ Orlando Magic
3.5,7,7.01,135,betmgm,120.6,114,betrivers,-149,betonlineag,-161.1,-185,betmgm,2.39,7.04,False,0,0.0,[2.5],1,2025-10-24,Donovan Mitchell,Cleveland Cavaliers @ Brooklyn Nets
1.5,7,7.52,175,betmgm,163.0,150,fanatics,-210,betrivers,-228.0,-250,betmgm,4.11,7.54,False,0,0.0,[0.5],1,2025-10-24,Draymond Green,Denver Nuggets @ Golden State Warriors
0.5,4,7.42,-160,betmgm,-169.2,-182,betonlineag,138,betonlineag,124.5,120,fanatics,3.56,7.4,False,0,0.0,,0,2025-10-24,Dyson Daniels,Atlanta Hawks @ Orlando Magic
1.5,3,6.72,110,betonlineag,107.7,105,fanatics,-140,fanatics,-141.3,-143,betonlineag,5.95,6.72,False,0,0.0,,0,2025-10-24,Egor Demin,Cleveland Cavaliers @ Brooklyn Nets
1.5,8,6.75,100,fanatics,-85.9,-135,bovada,105,bovada,-94.2,-130,fanatics,-1.22,-5.28,True,1,1.22,,0,2025-10-24,Evan Mobley,Cleveland Cavaliers @ Brooklyn Nets
1.5,8,6.88,210,bovada,-92.6,-146,draftkings,112,draftkings,3.6,-290,bovada,-20.57,44.59,True,1,20.57,,0,2025-10-24,Franz Wagner,Atlanta Hawks @ Orlando Magic
0.5,2,,130,betmgm,120.0,110,fanatics,-175,betmgm,-175.0,-175,betmgm,7.11,9.09,False,0,0.0,,0,2025-10-24,Gary Payton II,Denver Nuggets @ Golden State Warriors
2.5,8,6.87,200,bovada,-78.4,-125,betmgm,-105,betmgm,-132.1,-275,bovada,-15.45,0.86,True,1,15.45,,0,2025-10-24,Gary Trent Jr,Milwaukee Bucks @ Toronto Raptors
0.5,2,9.04,140,fanatics,140.0,140,fanatics,-190,betmgm,-207.5,-225,fanatics,7.18,9.15,False,0,0.0,,0,2025-10-24,Giannis Antetokounmpo,Milwaukee Bucks @ Toronto Raptors
1.5,8,6.92,128,betonlineag,112.8,100,betrivers,-132,betrivers,-149.5,-167,betonlineag,0.76,6.92,False,0,0.0,,0,2025-10-24,Gradey Dick,Milwaukee Bucks @ Toronto Raptors
2.5,8,6.93,180,bovada,-94.4,-138,draftkings,106,draftkings,7.6,-245,bovada,-15.74,41.47,True,1,15.74,,0,2025-10-24,Immanuel Quickley,Milwaukee Bucks @ Toronto Raptors
2.5,7,7.01,143,betrivers,127.7,120,fanatics,-160,fanduel,-171.0,-195,betrivers,2.69,7.01,False,0,0.0,[1.5],1,2025-10-24,Jalen Brunson,Boston Celtics @ New York Knicks
1.5,4,6.69,194,fanduel,186.2,177,draftkings,-233,draftkings,-254.5,-270,fanduel,3.98,6.73,False,0,0.0,[0.5],1,2025-10-24,Jalen Johnson,Atlanta Hawks @ Orlando Magic
1.5,8,7.2,138,fanduel,124.1,110,betmgm,-150,bovada,-167.4,-186,fanduel,2.02,7.22,False,0,0.0,,0,2025-10-24,Jalen Suggs,Atlanta Hawks @ Orlando Magic
2.5,7,6.97,130,betmgm,125.7,120,fanatics,-163,draftkings,-167.9,-175,betmgm,5.46,6.97,False,0,0.0,[1.5],1,2025-10-24,Jamal Murray,Denver Nuggets @ Golden State Warriors
1.5,8,6.95,-120,betrivers,-130.4,-140,fanatics,105,fanatics,23.4,-112,betrivers,3.33,37.65,False,0,0.0,,0,2025-10-24,Jaylen Brown,Boston Celtics @ New York Knicks
0.5,4,6.96,-130,fanatics,-137.8,-145,betonlineag,111,betonlineag,104.0,100,fanatics,3.92,6.96,False,0,0.0,,0,2025-10-24,Jimmy Butler,Denver Nuggets @ Golden State Warriors
1.5,8,6.97,136,fanduel,131.1,125,williamhill_us,-165,betmgm,-175.6,-190,fanatics,4.64,6.99,False,0,0.0,,0,2025-10-24,Jonathan Kuminga,Denver Nuggets @ Golden State Warriors
1.5,8,6.94,100,bovada,-85.8,-121,betrivers,-110,betrivers,-119.6,-130,bovada,2.38,0.63,False,0,0.0,,0,2025-10-24,Karl-Anthony Towns,Boston Celtics @ New York Knicks
1.5,8,7.1,190,bovada,-121.5,-177,betrivers,132,betrivers,75.5,-260,bovada,-22.41,11.83,True,1,22.41,,0,2025-10-24,Kristaps Porzingis,Atlanta Hawks @ Orlando Magic
0.5,2,8.78,-225,betmgm,-232.5,-240,fanatics,165,betmgm,157.5,150,fanatics,6.97,8.76,False,0,0.0,,0,2025-10-24,Kyle Kuzma,Milwaukee Bucks @ Toronto Raptors
0.5,3,6.72,-105,fanatics,-111.7,-120,betonlineag,-108,betonlineag,-117.7,-125,fanatics,3.14,6.81,False,0,0.0,,0,2025-10-24,Larry Nance Jr.,Cleveland Cavaliers @ Brooklyn Nets
2.5,4,7.73,146,betonlineag,130.8,122,williamhill_us,-175,fanatics,-180.5,-192,betonlineag,4.29,7.69,False,0,0.0,[1.5],1,2025-10-24,Lonzo Ball,Cleveland Cavaliers @ Brooklyn Nets
2.5,8,7.01,145,bovada,-119.5,-170,williamhill_us,125,betmgm,79.0,-190,bovada,-14.74,10.31,True,1,14.74,,0,2025-10-24,Michael Porter Jr,Cleveland Cavaliers @ Brooklyn Nets
1.5,8,6.85,210,bovada,-101.9,-154,draftkings,118,draftkings,60.6,-290,bovada,-21.87,12.72,True,1,21.87,,0,2025-10-24,Mikal Bridges,Boston Celtics @ New York Knicks
2.5,3,7.01,150,williamhill_us,142.3,132,betonlineag,-172,betonlineag,-192.3,-205,williamhill_us,3.24,7.06,False,0,0.0,[1.5],1,2025-10-24,Miles McBride,Boston Celtics @ New York Knicks
1.5,8,6.67,145,bovada,-116.6,-167,betrivers,125,betrivers,78.6,-190,bovada,-14.74,9.82,True,1,14.74,,0,2025-10-24,Myles Turner,Milwaukee Bucks @ Toronto Raptors
1.5,7,6.88,-105,betmgm,-115.9,-124,draftkings,-105,draftkings,-114.0,-125,betmgm,2.44,6.94,False,0,0.0,,0,2025-10-24,Nickeil Alexander-Walker,Atlanta Hawks @ Orlando Magic
1.5,8,6.81,105,bovada,-83.0,-118,betmgm,-110,betmgm,-122.1,-135,bovada,1.16,0.34,False,0,0.0,,0,2025-10-24,Nikola Jokic,Denver Nuggets @ Golden State Warriors
1.5,4,6.74,105,fanatics,103.8,100,betonlineag,-130,betonlineag,-136.2,-140,fanatics,5.3,6.75,False,0,0.0,,0,2025-10-24,Noah Clowney,Cleveland Cavaliers @ Brooklyn Nets
1.5,7,7.12,170,bovada,-128.0,-192,fanduel,142,fanduel,79.7,-230,bovada,-21.64,11.78,True,1,21.64,[2.5],1,2025-10-24,OG Anunoby,Boston Celtics @ New York Knicks
0.5,2,8.09,-190,fanatics,-190.0,-190,fanatics,140,betmgm,135.0,130,fanatics,7.18,8.07,False,0,0.0,,0,2025-10-24,Ochai Agbaji,Milwaukee Bucks @ Toronto Raptors
0.5,3,7.4,-115,fanatics,-117.7,-120,williamhill_us,-113,williamhill_us,-114.3,-115,fanatics,6.54,7.4,False,0,0.0,,0,2025-10-24,Onyeka Okongwu,Atlanta Hawks @ Orlando Magic
1.5,8,6.8,210,bovada,-106.6,-162,betrivers,120,betrivers,64.2,-290,bovada,-22.29,12.49,True,1,22.29,,0,2025-10-24,Paolo Banchero,Atlanta Hawks @ Orlando Magic
3.5,6,7.12,130,betonlineag,123.7,115,williamhill_us,-159,williamhill_us,-166.0,-175,fanatics,4.87,7.12,False,0,0.0,[2.5],1,2025-10-24,Payton Pritchard,Boston Celtics @ New York Knicks
1.5,8,6.92,190,bovada,-107.0,-169,draftkings,129,draftkings,66.0,-260,bovada,-21.85,11.93,True,1,21.85,,0,2025-10-24,R.J. Barrett,Milwaukee Bucks @ Toronto Raptors
1.5,8,6.83,120,bovada,112.1,106,fanduel,-140,fanduel,-148.1,-160,bovada,3.79,6.84,False,0,0.0,,0,2025-10-24,Ryan Rollins,Milwaukee Bucks @ Toronto Raptors
1.5,7,7.02,165,bovada,-122.6,-180,fanduel,134,fanduel,77.3,-220,bovada,-19.53,11.48,True,1,19.53,[2.5],1,2025-10-24,Sam Hauser,Boston Celtics @ New York Knicks
2.5,7,6.88,140,bovada,-89.9,-132,williamhill_us,100,betonlineag,-86.3,-185,bovada,-8.33,-6.35,True,1,8.33,[3.5],1,2025-10-24,Sam Merrill,Cleveland Cavaliers @ Brooklyn Nets
0.5,3,7.8,-175,fanatics,-175.3,-176,williamhill_us,130,betmgm,126.7,125,fanatics,7.11,7.8,False,0,0.0,,0,2025-10-24,Scottie Barnes,Milwaukee Bucks @ Toronto Raptors
