consensus_line,num_bookmakers,avg_vig,over_best_odds,over_best_book,over_avg_odds,over_worst_odds,over_worst_book,under_best_odds,under_best_book,under_avg_odds,under_worst_odds,under_worst_book,best_market_vig,avg_market_vig,is_arbitrage,arb_opportunity,arb_profit_pct,alternative_lines,num_alternative_lines,date,player,game
1.5,8,6.74,-118,betmgm,-131.0,-140,draftkings,108,draftkings,24.8,-110,betmgm,2.21,36.87,False,0,0.0,,0,2025-11-05,Nikola Vucevic,Philadelphia 76ers @ Chicago Bulls
0.5,2,6.95,-115,fanatics,-117.5,-120,betmgm,-110,betmgm,-112.5,-115,fanatics,5.87,6.96,False,0,0.0,,0,2025-11-05,Ochai Agbaji,Milwaukee Bucks @ Toronto Raptors
0.5,7,7.1,-152,draftkings,-160.9,-170,williamhill_us,125,betmgm,120.0,117,draftkings,4.76,7.12,False,0,0.0,,0,2025-11-05,Onyeka Okongwu,Orlando Magic @ Atlanta Hawks
1.5,8,6.91,106,betrivers,103.0,100,fanduel,-132,fanduel,-136.1,-141,betrivers,5.44,6.91,False,0,0.0,,0,2025-11-05,Paolo Banchero,Orlando Magic @ Atlanta Hawks
1.5,3,7.42,-105,fanatics,-105.0,-105,fanatics,-125,fanatics,-128.3,-130,williamhill_us,6.78,7.42,False,0,0.0,,0,2025-11-05,Patrick Williams,Philadelphia 76ers @ Chicago Bulls
2.5,8,6.8,105,bovada,-26.4,-105,fanatics,-125,fanatics,-129.8,-135,bovada,4.34,-22.66,False,0,0.0,,0,2025-11-05,Quentin Grimes,Philadelphia 76ers @ Chicago Bulls
1.5,2,8.77,155,betmgm,152.5,150,fanatics,-210,betmgm,-225.0,-240,fanatics,6.96,8.83,False,0,0.0,,0,2025-11-05,Quinten Post,Phoenix Suns @ Golden State Warriors
1.5,7,6.76,190,bovada,-105.0,-164,williamhill_us,124,draftkings,63.0,-260,bovada,-20.87,12.57,True,1,20.87,[2.5],1,2025-11-05,R.J. Barrett,Milwaukee Bucks @ Toronto Raptors
2.5,7,7.09,145,bovada,-118.3,-175,fanatics,126,fanduel,76.1,-190,bovada,-14.94,10.96,True,1,14.94,,0,2025-11-05,Royce O'Neale,Phoenix Suns @ Golden State Warriors
1.5,7,7.1,150,betmgm,125.9,120,fanduel,-156,betonlineag,-169.4,-210,betmgm,0.94,7.16,False,0,0.0,,0,2025-11-05,Ryan Dunn,Phoenix Suns @ Golden State Warriors
1.5,8,6.76,210,bovada,-97.5,-151,draftkings,116,draftkings,32.8,-290,bovada,-21.45,24.7,True,1,21.45,,0,2025-11-05,Ryan Rollins,Milwaukee Bucks @ Toronto Raptors
1.5,6,7.09,134,fanduel,129.8,125,fanatics,-170,bovada,-174.5,-180,fanduel,5.7,7.08,False,0,0.0,,0,2025-11-05,Saddiq Bey,Charlotte Hornets @ New Orleans Pelicans
0.5,1,6.8,-145,betmgm,-145.0,-145,betmgm,110,betmgm,110.0,110,betmgm,6.8,6.8,False,0,0.0,,0,2025-11-05,Sandro Mamukelashvili,Milwaukee Bucks @ Toronto Raptors
1.5,8,7.1,138,betrivers,124.2,105,betmgm,-143,betonlineag,-166.8,-186,betrivers,0.86,7.1,False,0,0.0,,0,2025-11-05,Scottie Barnes,Milwaukee Bucks @ Toronto Raptors
2.5,5,7.51,140,williamhill_us,137.2,134,fanduel,-180,fanduel,-189.0,-210,fanatics,5.95,7.56,False,0,0.0,[1.5],1,2025-11-05,Shai Gilgeous-Alexander,Oklahoma City Thunder @ Los Angeles Clippers
0.5,3,8.48,-213,betonlineag,-246.0,-275,fanatics,180,betmgm,166.7,160,fanatics,3.77,8.6,False,0,0.0,,0,2025-11-05,Sion James,Charlotte Hornets @ New Orleans Pelicans
4.5,6,6.85,120,betmgm,108.0,102,fanduel,-136,fanduel,-142.5,-155,betmgm,3.08,6.84,False,0,0.0,[3.5],1,2025-11-05,Stephen Curry,Phoenix Suns @ Golden State Warriors
0.5,4,6.86,-105,fanatics,-108.2,-112,williamhill_us,-116,betonlineag,-121.8,-125,fanatics,4.92,6.88,False,0,0.0,,0,2025-11-05,Tre Jones,Philadelphia 76ers @ Chicago Bulls
1.5,6,7.11,190,bovada,-98.8,-165,fanatics,120,fanduel,53.8,-260,bovada,-20.06,14.71,True,1,20.06,,0,2025-11-05,Tre Mann,Charlotte Hornets @ New Orleans Pelicans
2.5,8,6.81,145,bovada,-110.8,-166,fanduel,124,fanduel,73.6,-190,bovada,-14.54,10.15,True,1,14.54,,0,2025-11-05,Trey Murphy III,Charlotte Hornets @ New Orleans Pelicans
1.5,6,7.5,178,betonlineag,167.5,155,fanatics,-210,betmgm,-234.5,-250,fanatics,3.71,7.49,False,0,0.0,[0.5],1,2025-11-05,Tristan da Silva,Orlando Magic @ Atlanta Hawks
3.5,7,6.97,105,betmgm,-75.9,-112,fanduel,-118,fanduel,-127.0,-140,betmgm,2.91,-0.92,False,0,0.0,[2.5],1,2025-11-05,Tyrese Maxey,Philadelphia 76ers @ Chicago Bulls
2.5,6,7.18,154,fanduel,145.2,130,fanatics,-189,draftkings,-197.3,-210,fanduel,4.77,7.16,False,0,0.0,[1.5],1,2025-11-05,VJ Edgecombe,Philadelphia 76ers @ Chicago Bulls
0.5,4,7.7,-182,betonlineag,-188.0,-190,fanatics,140,betmgm,135.8,130,fanatics,6.21,7.7,False,0,0.0,,0,2025-11-05,Wendell Carter Jr,Orlando Magic @ Atlanta Hawks
1.5,7,7.29,164,betonlineag,154.1,140,fanatics,-190,betmgm,-211.9,-225,fanatics,3.4,7.28,False,0,0.0,[0.5],1,2025-11-05,Zaccharie Risacher,Orlando Magic @ Atlanta Hawks
1.5,8,6.78,105,bovada,24.5,-105,williamhill_us,-125,betmgm,-130.8,-135,bovada,4.34,36.98,False,0,0.0,,0,2025-11-06,Aaron Gordon,Miami Heat @ Denver Nuggets
2.5,8,6.94,170,bovada,-109.8,-155,draftkings,120,draftkings,69.9,-230,bovada,-17.51,11.19,True,1,17.51,,0,2025-11-06,Aaron Nesmith,Brooklyn Nets @ Indiana Pacers
1.5,6,6.79,210,bovada,-90.7,-154,draftkings,119,draftkings,46.8,-290,bovada,-22.08,15.66,True,1,22.08,,0,2025-11-06,Aaron Wiggins,Oklahoma City Thunder @ Portland Trail Blazers
0.5,3,8.69,-185,betmgm,-210.0,-240,fanatics,150,fanatics,143.3,135,betmgm,4.91,8.84,False,0,0.0,[1.5],1,2025-11-06,Alex Sarr,Washington Wizards @ Boston Celtics
0.5,5,7.05,-140,fanatics,-144.0,-148,williamhill_us,111,draftkings,108.2,105,williamhill_us,5.73,7.05,False,0,0.0,,0,2025-11-06,Alperen Sengun,Houston Rockets @ Memphis Grizzlies
0.5,4,6.99,120,betonlineag,118.8,115,williamhill_us,-155,betmgm,-158.2,-165,fanatics,6.24,6.99,False,0,0.0,,0,2025-11-06,Amen Thompson,Houston Rockets @ Memphis Grizzlies
0.5,2,8.53,290,betmgm,275.0,260,fanatics,-450,fanatics,-450.0,-450,fanatics,7.46,8.48,False,0,0.0,,0,2025-11-06,Andre Drummond,Philadelphia 76ers @ Cleveland Cavaliers
1.5,8,6.88,-113,betrivers,-117.5,-125,williamhill_us,-106,draftkings,-112.2,-118,betrivers,4.51,6.91,False,0,0.0,,0,2025-11-06,Andrew Wiggins,Miami Heat @ Denver Nuggets
2.5,8,6.76,170,bovada,-93.0,-141,betrivers,106,fanduel,-16.9,-230,bovada,-14.42,-37.37,True,1,14.42,,0,2025-11-06,Anfernee Simons,Washington Wizards @ Boston Celtics
3.5,7,7.12,130,betmgm,119.1,112,betrivers,-148,betrivers,-159.7,-175,betmgm,3.16,7.13,False,0,0.0,[2.5],1,2025-11-06,Anthony Edwards,Minnesota Timberwolves @ New York Knicks
0.5,4,7.18,110,betmgm,105.8,103,betonlineag,-133,betonlineag,-141.5,-148,williamhill_us,4.7,7.19,False,0,0.0,,0,2025-11-06,Ausar Thompson,Utah Jazz @ Detroit Pistons
2.5,7,6.97,145,bovada,-127.6,-180,betrivers,135,betrivers,83.3,-190,bovada,-16.63,10.62,True,1,16.63,[3.5],1,2025-11-06,Austin Reaves,San Antonio Spurs @ Los Angeles Lakers
1.5,8,6.97,130,bovada,120.5,110,betmgm,-144,draftkings,-160.6,-175,betrivers,2.49,6.98,False,0,0.0,,0,2025-11-06,Bam Adebayo,Miami Heat @ Denver Nuggets
1.5,3,7.46,125,fanatics,123.3,120,williamhill_us,-164,williamhill_us,-168.0,-175,fanatics,6.57,7.46,False,0,0.0,,0,2025-11-06,Ben Sheppard,Brooklyn Nets @ Indiana Pacers
1.5,8,7.1,150,bovada,136.1,119,draftkings,-155,draftkings,-183.9,-200,fanduel,0.78,7.12,False,0,0.0,,0,2025-11-06,Bilal Coulibaly,Washington Wizards @ Boston Celtics
0.5,3,7.36,-105,williamhill_us,-105.0,-105,williamhill_us,-125,fanatics,-128.0,-130,betmgm,6.78,7.36,False,0,0.0,,0,2025-11-06,Bruce Brown,Miami Heat @ Denver Nuggets
2.5,7,7.0,117,betrivers,16.6,-110,betmgm,-122,draftkings,-136.0,-157,betrivers,1.04,43.41,False,0,0.0,[1.5],1,2025-11-06,C.J. McCollum,Washington Wizards @ Boston Celtics
2.5,7,7.03,128,betonlineag,117.3,105,betmgm,-140,betmgm,-156.4,-167,betonlineag,2.19,7.03,False,0,0.0,[1.5],1,2025-11-06,Cade Cunningham,Utah Jazz @ Detroit Pistons
2.5,8,6.88,210,bovada,-74.5,-136,betrivers,102,betrivers,-112.2,-290,bovada,-18.24,-4.42,True,1,18.24,,0,2025-11-06,Cam Thomas,Brooklyn Nets @ Indiana Pacers
1.5,8,7.05,210,bovada,-109.8,-185,betmgm,135,betmgm,65.2,-290,bovada,-25.19,12.84,True,1,25.19,,0,2025-11-06,Cameron Johnson,Miami Heat @ Denver Nuggets
1.5,3,7.67,125,fanatics,125.0,125,fanatics,-165,betmgm,-172.0,-176,williamhill_us,6.71,7.68,False,0,0.0,,0,2025-11-06,Caris LeVert,Utah Jazz @ Detroit Pistons
1.5,7,6.9,136,fanduel,124.9,118,draftkings,-153,draftkings,-166.1,-182,fanduel,2.85,6.9,False,0,0.0,,0,2025-11-06,Cason Wallace,Oklahoma City Thunder @ Portland Trail Blazers
1.5,8,7.07,122,betonlineag,117.4,110,williamhill_us,-145,betmgm,-156.9,-165,fanatics,4.23,7.07,False,0,0.0,,0,2025-11-06,Cedric Coward,Houston Rockets @ Memphis Grizzlies
1.5,7,6.8,105,bovada,14.0,-104,draftkings,-124,draftkings,-131.1,-135,betmgm,4.14,44.46,False,0,0.0,,0,2025-11-06,Chet Holmgren,Oklahoma City Thunder @ Portland Trail Blazers
0.5,4,8.02,-196,betonlineag,-222.8,-240,fanatics,165,betmgm,156.0,149,betonlineag,3.95,8.08,False,0,0.0,,0,2025-11-06,Christian Braun,Miami Heat @ Denver Nuggets
1.5,8,6.83,131,draftkings,116.2,105,betrivers,-139,betrivers,-153.8,-175,betmgm,1.45,6.83,False,0,0.0,,0,2025-11-06,Cooper Flagg,New Orleans Pelicans @ Dallas Mavericks
2.5,8,6.91,106,draftkings,103.4,100,fanduel,-132,fanduel,-136.6,-140,fanatics,5.44,6.91,False,0,0.0,,0,2025-11-06,D'Angelo Russell,New Orleans Pelicans @ Dallas Mavericks
1.5,6,7.2,150,bovada,-135.3,-205,fanduel,152,fanduel,84.2,-200,bovada,-20.32,11.81,True,1,20.32,[2.5],1,2025-11-06,Darius Garland,Philadelphia 76ers @ Cleveland Cavaliers
0.5,3,7.83,-204,betonlineag,-229.7,-250,fanatics,175,betmgm,161.7,155,betonlineag,3.47,7.88,False,0,0.0,,0,2025-11-06,Davion Mitchell,Miami Heat @ Denver Nuggets
0.5,2,8.68,220,betmgm,210.0,200,fanatics,-300,betmgm,-325.0,-350,fanatics,6.25,8.73,False,0,0.0,,0,2025-11-06,Day'Ron Sharpe,Brooklyn Nets @ Indiana Pacers
2.5,7,7.04,133,betrivers,115.7,100,betmgm,-135,betmgm,-154.4,-180,betrivers,0.37,7.05,False,0,0.0,[1.5],1,2025-11-06,De'Andre Hunter,Philadelphia 76ers @ Cleveland Cavaliers
0.5,5,6.81,-105,betmgm,-116.4,-121,draftkings,-107,draftkings,-113.2,-125,betmgm,2.91,6.88,False,0,0.0,,0,2025-11-06,DeMar DeRozan,Golden State Warriors @ Sacramento Kings
1.5,3,7.14,115,fanatics,115.0,115,fanatics,-150,fanatics,-154.0,-157,williamhill_us,6.51,7.14,False,0,0.0,,0,2025-11-06,Dean Wade,Philadelphia 76ers @ Cleveland Cavaliers
1.5,7,7.14,165,bovada,-133.1,-193,williamhill_us,144,draftkings,84.0,-220,bovada,-21.28,11.46,True,1,21.28,[2.5],1,2025-11-06,Deni Avdija,Oklahoma City Thunder @ Portland Trail Blazers
3.5,7,7.01,105,betmgm,-75.4,-106,draftkings,-123,draftkings,-127.6,-140,betmgm,3.94,-0.95,False,0,0.0,[2.5],1,2025-11-06,Derrick White,Washington Wizards @ Boston Celtics
2.5,8,6.92,-114,fanduel,-122.4,-135,betmgm,100,draftkings,-58.2,-115,fanatics,3.27,-8.16,False,0,0.0,,0,2025-11-06,Devin Vassell,San Antonio Spurs @ Los Angeles Lakers
0.5,5,6.94,100,betmgm,-64.2,-110,fanatics,-120,fanatics,-127.0,-135,betmgm,4.55,-4.95,False,0,0.0,,0,2025-11-06,Domantas Sabonis,Golden State Warriors @ Sacramento Kings
0.5,4,7.08,125,williamhill_us,122.0,118,betonlineag,-154,betonlineag,-163.5,-170,williamhill_us,5.07,7.09,False,0,0.0,,0,2025-11-06,Donovan Clingan,Oklahoma City Thunder @ Portland Trail Blazers
3.5,7,7.01,125,betrivers,112.3,100,betmgm,-135,betmgm,-149.4,-167,betrivers,1.89,7.01,False,0,0.0,[2.5],1,2025-11-06,Donovan Mitchell,Philadelphia 76ers @ Cleveland Cavaliers
2.5,6,7.16,140,bovada,-119.7,-176,williamhill_us,133,draftkings,74.8,-185,bovada,-15.41,11.67,True,1,15.41,[3.5],1,2025-11-06,Donte DiVincenzo,Minnesota Timberwolves @ New York Knicks
1.5,7,7.03,120,bovada,114.4,105,betmgm,-145,fanatics,-152.4,-160,bovada,4.64,7.02,False,0,0.0,,0,2025-11-06,Draymond Green,Golden State Warriors @ Sacramento Kings
2.5,7,7.15,155,bovada,-116.7,-167,betrivers,125,betrivers,73.3,-210,bovada,-16.34,11.56,True,1,16.34,[3.5],1,2025-11-06,Duncan Robinson,Utah Jazz @ Detroit Pistons
0.5,3,7.12,-164,betonlineag,-168.0,-175,fanatics,125,fanatics,125.0,125,fanatics,6.57,7.13,False,0,0.0,,0,2025-11-06,Egor Demin,Brooklyn Nets @ Indiana Pacers
1.5,8,6.85,110,bovada,79.6,-110,betmgm,-118,betmgm,-138.2,-145,bovada,1.75,13.7,False,0,0.0,,0,2025-11-06,Evan Mobley,Philadelphia 76ers @ Cleveland Cavaliers
1.5,8,7.07,190,bovada,-120.8,-175,fanatics,132,draftkings,75.1,-260,bovada,-22.41,11.8,True,1,22.41,,0,2025-11-06,Harrison Barnes,San Antonio Spurs @ Los Angeles Lakers
1.5,8,6.94,133,betrivers,127.2,120,betmgm,-155,betmgm,-169.9,-180,betrivers,3.7,6.95,False,0,0.0,,0,2025-11-06,Herb Jones,New Orleans Pelicans @ Dallas Mavericks
1.5,7,6.97,120,bovada,109.6,100,betmgm,-130,betmgm,-145.6,-160,bovada,1.98,7.0,False,0,0.0,,0,2025-11-06,Isaiah Stewart II,Utah Jazz @ Detroit Pistons
1.5,8,6.83,110,bovada,49.5,-115,betmgm,-115,betmgm,-131.4,-145,bovada,1.11,23.67,False,0,0.0,,0,2025-11-06,Ja Morant,Houston Rockets @ Memphis Grizzlies
2.5,7,7.33,154,fanduel,143.9,135,fanatics,-182,betrivers,-197.0,-210,fanatics,3.91,7.34,False,0,0.0,[1.5],1,2025-11-06,Jabari Smith Jr,Houston Rockets @ Memphis Grizzlies
1.5,8,7.35,161,betonlineag,152.2,145,betrivers,-195,betrivers,-210.0,-240,fanatics,4.42,7.39,False,0,0.0,,0,2025-11-06,Jaden McDaniels,Minnesota Timberwolves @ New York Knicks
0.5,4,7.93,155,betmgm,139.2,117,betonlineag,-152,betonlineag,-196.8,-225,fanatics,-0.47,8.1,True,1,0.47,,0,2025-11-06,Jaime Jaquez Jr,Miami Heat @ Denver Nuggets
1.5,6,7.0,138,fanduel,132.0,125,fanatics,-170,bovada,-177.0,-186,fanduel,4.98,7.0,False,0,0.0,,0,2025-11-06,Jake LaRavia,San Antonio Spurs @ Los Angeles Lakers
2.5,8,6.86,110,draftkings,-80.6,-112,fanduel,-118,fanduel,-125.0,-143,draftkings,1.75,0.19,False,0,0.0,,0,2025-11-06,Jalen Brunson,Minnesota Timberwolves @ New York Knicks
2.5,7,6.96,124,betonlineag,121.3,120,williamhill_us,-159,draftkings,-161.6,-165,fanatics,6.03,6.96,False,0,0.0,[1.5],1,2025-11-06,Jamal Murray,Miami Heat @ Denver Nuggets
1.5,8,7.1,175,bovada,-138.1,-200,betmgm,150,betmgm,88.5,-240,bovada,-23.64,11.06,True,1,23.64,,0,2025-11-06,Jarace Walker,Brooklyn Nets @ Indiana Pacers
1.5,8,6.92,110,bovada,-0.6,-115,betmgm,-115,betmgm,-131.8,-145,bovada,1.11,-42.53,False,0,0.0,,0,2025-11-06,Jaren Jackson Jr,Houston Rockets @ Memphis Grizzlies
0.5,3,8.06,-190,fanatics,-192.3,-197,williamhill_us,140,williamhill_us,136.7,130,fanatics,7.18,8.05,False,0,0.0,,0,2025-11-06,Javonte Green,Utah Jazz @ Detroit Pistons
2.5,7,7.3,142,draftkings,135.9,130,fanatics,-175,betmgm,-184.9,-190,fanatics,4.96,7.29,False,0,0.0,[1.5],1,2025-11-06,Jaylen Brown,Washington Wizards @ Boston Celtics
1.5,8,7.08,190,bovada,-111.4,-165,fanatics,120,fanatics,68.4,-260,bovada,-20.06,12.08,True,1,20.06,,0,2025-11-06,Jaylen Wells,Houston Rockets @ Memphis Grizzlies
1.5,7,6.96,210,bovada,-107.1,-170,williamhill_us,128,draftkings,61.3,-290,bovada,-23.88,13.73,True,1,23.88,[2.5],1,2025-11-06,Jerami Grant,Oklahoma City Thunder @ Portland Trail Blazers
1.5,6,7.81,178,betonlineag,166.3,160,fanatics,-220,fanduel,-237.0,-275,fanatics,4.72,7.87,False,0,0.0,[0.5],1,2025-11-06,Jeremiah Fears,New Orleans Pelicans @ Dallas Mavericks
0.5,3,8.18,-230,williamhill_us,-235.0,-240,fanatics,175,betmgm,163.3,150,fanatics,6.06,8.12,False,0,0.0,,0,2025-11-06,Jimmy Butler,Golden State Warriors @ Sacramento Kings
0.5,4,7.0,100,williamhill_us,49.8,-101,betonlineag,-128,betonlineag,-132.2,-136,williamhill_us,6.14,23.72,False,0,0.0,,0,2025-11-06,Jock Landale,Houston Rockets @ Memphis Grizzlies
1.5,7,7.06,128,draftkings,119.0,115,fanatics,-150,fanatics,-159.0,-167,draftkings,3.86,7.05,False,0,0.0,,0,2025-11-06,Jonathan Kuminga,Golden State Warriors @ Sacramento Kings
1.5,3,8.0,168,fanduel,161.7,150,fanatics,-222,betonlineag,-230.7,-240,fanatics,6.26,7.97,False,0,0.0,[0.5],1,2025-11-06,Jordan Clarkson,Minnesota Timberwolves @ New York Knicks
2.5,8,6.9,170,bovada,-91.1,-136,fanduel,102,fanduel,-19.0,-230,bovada,-13.46,-36.36,True,1,13.46,,0,2025-11-06,Jordan Poole,New Orleans Pelicans @ Dallas Mavericks
1.5,2,7.13,100,fanatics,-2.5,-105,betmgm,-130,fanatics,-130.0,-130,fanatics,6.52,-41.04,False,0,0.0,,0,2025-11-06,Jose Alvarado,New Orleans Pelicans @ Dallas Mavericks
0.5,2,8.43,-196,betonlineag,-223.0,-250,fanatics,155,fanatics,152.5,150,betonlineag,5.43,8.64,False,0,0.0,,0,2025-11-06,Josh Hart,Minnesota Timberwolves @ New York Knicks
1.5,8,7.35,163,draftkings,144.8,130,bovada,-170,bovada,-198.8,-225,fanatics,0.99,7.39,False,0,0.0,,0,2025-11-06,Josh Okogie,Houston Rockets @ Memphis Grizzlies
1.5,6,7.07,175,bovada,-123.0,-190,fanatics,143,draftkings,72.8,-240,bovada,-22.48,13.02,True,1,22.48,[2.5],1,2025-11-06,Jrue Holiday,Oklahoma City Thunder @ Portland Trail Blazers
1.5,8,6.95,-105,bovada,-116.2,-132,draftkings,102,draftkings,-89.5,-127,betrivers,0.72,0.99,False,0,0.0,,0,2025-11-06,Julian Champagnie,San Antonio Spurs @ Los Angeles Lakers
1.5,8,6.86,-130,fanatics,-135.2,-157,betrivers,117,betrivers,27.5,-105,betmgm,2.6,35.92,False,0,0.0,,0,2025-11-06,Julius Randle,Minnesota Timberwolves @ New York Knicks
0.5,3,6.95,105,fanatics,34.0,-103,betonlineag,-125,betonlineag,-133.3,-140,fanatics,4.34,31.77,False,0,0.0,,0,2025-11-06,Jusuf Nurkic,Utah Jazz @ Detroit Pistons
1.5,8,7.11,190,bovada,-120.4,-185,betmgm,135,betmgm,74.6,-260,bovada,-22.96,11.89,True,1,22.96,,0,2025-11-06,Karl-Anthony Towns,Minnesota Timberwolves @ New York Knicks
0.5,2,7.23,-110,betmgm,-120.0,-130,betonlineag,100,betonlineag,-12.5,-125,betmgm,2.38,-34.34,False,0,0.0,,0,2025-11-06,Kel'el Ware,Miami Heat @ Denver Nuggets
1.5,5,6.93,194,fanduel,176.2,160,betmgm,-220,betmgm,-241.6,-270,fanduel,2.76,6.93,False,0,0.0,[0.5],1,2025-11-06,Keldon Johnson,San Antonio Spurs @ Los Angeles Lakers
1.5,8,6.93,190,bovada,-112.8,-185,betmgm,135,betmgm,44.8,-260,bovada,-22.96,22.08,True,1,22.96,,0,2025-11-06,Kelly Oubre Jr,Philadelphia 76ers @ Cleveland Cavaliers
1.5,8,6.81,125,betmgm,80.2,-102,williamhill_us,-132,fanduel,-138.6,-165,betmgm,1.34,13.57,False,0,0.0,,0,2025-11-06,Kentavious Caldwell-Pope,Houston Rockets @ Memphis Grizzlies
2.5,7,6.95,141,draftkings,129.0,120,fanatics,-155,betmgm,-172.3,-184,draftkings,2.28,6.94,False,0,0.0,[1.5],1,2025-11-06,Kevin Durant,Houston Rockets @ Memphis Grizzlies
1.5,6,7.27,165,bovada,-129.0,-190,fanatics,143,draftkings,77.7,-220,bovada,-21.11,12.62,True,1,21.11,[2.5],1,2025-11-06,Keyonte George,Utah Jazz @ Detroit Pistons
2.5,7,7.34,146,betonlineag,137.1,130,fanatics,-176,draftkings,-187.0,-194,fanduel,4.42,7.33,False,0,0.0,[1.5],1,2025-11-06,Klay Thompson,New Orleans Pelicans @ Dallas Mavericks
2.5,7,7.45,152,betonlineag,143.0,135,fanatics,-184,draftkings,-196.7,-210,fanatics,4.47,7.45,False,0,0.0,[1.5],1,2025-11-06,Kyshawn George,Washington Wizards @ Boston Celtics
3.5,6,6.98,130,draftkings,124.2,118,betrivers,-159,betrivers,-165.7,-170,williamhill_us,4.87,6.97,False,0,0.0,[2.5],1,2025-11-06,Lauri Markkanen,Utah Jazz @ Detroit Pistons
1.5,4,7.02,-149,betonlineag,-153.2,-159,williamhill_us,115,betonlineag,115.0,115,betonlineag,6.35,7.02,False,0,0.0,,0,2025-11-06,Luguentz Dort,Oklahoma City Thunder @ Portland Trail Blazers
3.5,7,6.93,150,bovada,-114.0,-165,fanatics,126,draftkings,73.1,-200,bovada,-15.75,11.03,True,1,15.75,[4.5],1,2025-11-06,Luka Doncic,San Antonio Spurs @ Los Angeles Lakers
1.5,8,7.0,120,bovada,81.9,-102,draftkings,-127,draftkings,-142.0,-160,bovada,1.4,13.66,False,0,0.0,,0,2025-11-06,Marcus Smart,San Antonio Spurs @ Los Angeles Lakers
1.5,7,6.82,210,bovada,-99.6,-158,draftkings,122,draftkings,56.6,-290,bovada,-22.7,13.76,True,1,22.7,[2.5],1,2025-11-06,Max Christie,New Orleans Pelicans @ Dallas Mavericks
2.5,8,6.75,210,bovada,-84.0,-135,draftkings,104,draftkings,-77.5,-290,bovada,-18.72,-10.69,True,1,18.72,,0,2025-11-06,Michael Porter Jr,Brooklyn Nets @ Indiana Pacers
1.5,8,7.04,175,bovada,-132.4,-190,betmgm,140,draftkings,84.9,-240,bovada,-21.97,11.06,True,1,21.97,,0,2025-11-06,Mikal Bridges,Minnesota Timberwolves @ New York Knicks
1.5,3,6.66,-129,draftkings,-133.0,-140,fanatics,105,fanatics,101.7,100,draftkings,5.11,6.67,False,0,0.0,,0,2025-11-06,Miles McBride,Minnesota Timberwolves @ New York Knicks
0.5,5,7.25,-145,betmgm,-155.4,-165,fanatics,122,draftkings,115.6,105,betmgm,4.23,7.23,False,0,0.0,,0,2025-11-06,Naji Marshall,New Orleans Pelicans @ Dallas Mavericks
1.5,8,6.93,105,bovada,-81.4,-115,betmgm,-118,betmgm,-124.4,-135,bovada,2.91,0.3,False,0,0.0,,0,2025-11-06,Nikola Jokic,Miami Heat @ Denver Nuggets
1.5,6,7.41,162,fanduel,144.2,130,betmgm,-175,betmgm,-198.2,-220,fanduel,1.8,7.42,False,0,0.0,[0.5],1,2025-11-06,Nikola Jovic,Miami Heat @ Denver Nuggets
1.5,5,6.87,-123,betonlineag,-126.8,-135,betmgm,100,betmgm,-64.0,-107,williamhill_us,5.16,-5.07,False,0,0.0,,0,2025-11-06,Noah Clowney,Brooklyn Nets @ Indiana Pacers
2.5,7,7.09,123,betrivers,116.4,105,betmgm,-140,betmgm,-155.7,-165,fanatics,3.18,7.1,False,0,0.0,[1.5],1,2025-11-06,Norman Powell,Miami Heat @ Denver Nuggets
2.5,7,7.01,120,betrivers,83.7,-110,betmgm,-120,betmgm,-149.7,-162,betrivers,0.0,14.39,False,0,0.0,[1.5],1,2025-11-06,OG Anunoby,Minnesota Timberwolves @ New York Knicks
1.5,8,6.93,-120,bovada,-133.2,-145,betmgm,110,betmgm,25.5,-110,bovada,2.16,36.81,False,0,0.0,,0,2025-11-06,P.J. Washington,New Orleans Pelicans @ Dallas Mavericks
1.5,8,7.22,175,bovada,-120.1,-175,fanatics,128,betrivers,50.2,-240,bovada,-19.78,21.13,True,1,19.78,,0,2025-11-06,Pascal Siakam,Brooklyn Nets @ Indiana Pacers
3.5,6,7.16,135,draftkings,129.3,123,betrivers,-165,betrivers,-174.3,-180,fanduel,4.82,7.15,False,0,0.0,[2.5],1,2025-11-06,Payton Pritchard,Washington Wizards @ Boston Celtics
1.5,4,7.9,165,betmgm,153.5,139,betonlineag,-182,betonlineag,-218.0,-240,fanatics,2.27,8.0,False,0,0.0,,0,2025-11-06,Pelle Larsson,Miami Heat @ Denver Nuggets
2.5,8,6.81,180,bovada,-90.2,-137,williamhill_us,105,betonlineag,-45.1,-245,bovada,-15.51,-21.47,True,1,15.51,,0,2025-11-06,Quentin Grimes,Philadelphia 76ers @ Cleveland Cavaliers
1.5,8,6.8,105,bovada,-79.6,-110,betmgm,-118,betmgm,-125.8,-135,bovada,2.91,0.03,False,0,0.0,,0,2025-11-06,Reed Sheppard,Houston Rockets @ Memphis Grizzlies
0.5,1,6.49,-220,betmgm,-220.0,-220,betmgm,165,betmgm,165.0,165,betmgm,6.49,6.49,False,0,0.0,,0,2025-11-06,Ron Holland,Utah Jazz @ Detroit Pistons
1.5,8,6.84,-112,betonlineag,-116.1,-125,betmgm,-105,betmgm,-113.4,-115,fanatics,4.05,6.86,False,0,0.0,,0,2025-11-06,Rui Hachimura,San Antonio Spurs @ Los Angeles Lakers
1.5,8,6.83,110,betmgm,76.5,-105,betrivers,-127,betrivers,-133.8,-150,betmgm,3.57,13.88,False,0,0.0,,0,2025-11-06,Saddiq Bey,New Orleans Pelicans @ Dallas Mavericks
