player_normalized,team,timestamp
Baylor Scheierman,BOS,2026-01-25T18:42:14.277978
Ben Saraf,BKN,2026-01-25T18:42:14.277978
Ben Sheppard,IND,2026-01-25T18:42:14.277978
Bennedict Mathurin,IND,2026-01-25T18:42:14.277978
Bilal Coulibaly,WAS,2026-01-25T18:42:14.277978
Bismack Biyombo,SAS,2026-01-25T18:42:14.277978
Blake Wesley,POR,2026-01-25T18:42:14.277978
Bobby Portis,MIL,2026-01-25T18:42:14.277978
Bobi Klintman,DET,2026-01-25T18:42:14.277978
Bogdan Bogdanovic,LAC,2026-01-25T18:42:14.277978
Bones Hyland,MIN,2026-01-25T18:42:14.277978
Bradley Beal,LAC,2026-01-25T18:42:14.277978
Branden Carlson,OKC,2026-01-25T18:42:14.277978
Brandin Podziemski,GSW,2026-01-25T18:42:14.277978
Brandon Clarke,MEM,2026-01-25T18:42:14.277978
Brandon Ingram,TOR,2026-01-25T18:42:14.277978
Brandon Miller,CHA,2026-01-25T18:42:14.277978
Brandon Williams,DAL,2026-01-25T18:42:14.277978
Brice Sensabaugh,UTA,2026-01-25T18:42:14.277978
Bronny James,LAL,2026-01-25T18:42:14.277978
Brook Lopez,LAC,2026-01-25T18:42:14.277978
Brooks Barnhizer,OKC,2026-01-25T18:42:14.277978
Bruce Brown,DEN,2026-01-25T18:42:14.277978
Bryce Mcgowens,NOP,2026-01-25T18:42:14.277978
Bub Carrington,WAS,2026-01-25T18:42:14.277978
Buddy Hield,GSW,2026-01-25T18:42:14.277978
Cade Cunningham,DET,2026-01-25T18:42:14.277978
Caleb Houstan,ATL,2026-01-25T18:42:14.277978
Caleb Love,POR,2026-01-25T18:42:14.277978
Caleb Martin,DAL,2026-01-25T18:42:14.277978
Cam Christie,LAC,2026-01-25T18:42:14.277978
Cam Spencer,MEM,2026-01-25T18:42:14.277978
Cam Thomas,BKN,2026-01-25T18:42:14.277978
Cam Whitmore,WAS,2026-01-25T18:42:14.277978
Cameron Johnson,DEN,2026-01-25T18:42:14.277978
Caris Levert,DET,2026-01-25T18:42:14.277978
Carter Bryant,SAS,2026-01-25T18:42:14.277978
Cason Wallace,OKC,2026-01-25T18:42:14.277978
Cedric Coward,MEM,2026-01-25T18:42:14.277978
Chaney Johnson,BKN,2026-01-25T18:42:14.277978
Chaz Lanier,DET,2026-01-25T18:42:14.277978
Chet Holmgren,OKC,2026-01-25T18:42:14.277978
Chris Boucher,BOS,2026-01-25T18:42:14.277978
Chris Livingston,CLE,2026-01-25T18:42:14.277978
Chris Manon,LAL,2026-01-25T18:42:14.277978
Chris Paul,LAC,2026-01-25T18:42:14.277978
Chris Youngblood,OKC,2026-01-25T18:42:14.277978
Christian Braun,DEN,2026-01-25T18:42:14.277978
Christian Koloko,ATL,2026-01-25T18:42:14.277978
Chucky Hepburn,TOR,2026-01-25T18:42:14.277978
Cj Mccollum,ATL,2026-01-25T18:42:14.277978
Clint Capela,HOU,2026-01-25T18:42:14.277978
Coby White,CHI,2026-01-25T18:42:14.277978
Cody Williams,UTA,2026-01-25T18:42:14.277978
Cole Anthony,MIL,2026-01-25T18:42:14.277978
Colin Castleton,ORL,2026-01-25T18:42:14.277978
Collin Gillespie,PHX,2026-01-25T18:42:14.277978
Collin Murray-Boyles,TOR,2026-01-25T18:42:14.277978
Collin Sexton,CHA,2026-01-25T18:42:14.277978
Cooper Flagg,DAL,2026-01-25T18:42:14.277978
Corey Kispert,ATL,2026-01-25T18:42:14.277978
Craig Porter Jr,CLE,2026-01-25T18:42:14.277978
Curtis Jones,DEN,2026-01-25T18:42:14.277978
D'Angelo Russell,DAL,2026-01-25T18:42:14.277978
Daeqwon Plowden,SAC,2026-01-25T18:42:14.277978
Dalen Terry,CHI,2026-01-25T18:42:14.277978
Dalton Knecht,LAL,2026-01-25T18:42:14.277978
Damian Lillard,POR,2026-01-25T18:42:14.277978
Daniel Gafford,DAL,2026-01-25T18:42:14.277978
Daniss Jenkins,DET,2026-01-25T18:42:14.277978
Danny Wolf,BKN,2026-01-25T18:42:14.277978
Dante Exum,DAL,2026-01-25T18:42:14.277978
Dario Saric,SAC,2026-01-25T18:42:14.277978
Darius Garland,CLE,2026-01-25T18:42:14.277978
Daron Holmes,DEN,2026-01-25T18:42:14.277978
David Jones Garcia,SAS,2026-01-25T18:42:14.277978
Davion Mitchell,MIA,2026-01-25T18:42:14.277978
Day'Ron Sharpe,BKN,2026-01-25T18:42:14.277978
De'Aaron Fox,SAS,2026-01-25T18:42:14.277978
De'Andre Hunter,CLE,2026-01-25T18:42:14.277978
De'Anthony Melton,GSW,2026-01-25T18:42:14.277978
Dean Wade,CLE,2026-01-25T18:42:14.277978
Deandre Ayton,LAL,2026-01-25T18:42:14.277978
Deandre Jordan,NOP,2026-01-25T18:42:14.277978
Dejounte Murray,NOP,2026-01-25T18:42:14.277978
Demar Derozan,SAC,2026-01-25T18:42:14.277978
Deni Avdija,POR,2026-01-25T18:42:14.277978
Dennis Schroder,SAC,2026-01-25T18:42:14.277978
Dereck Lively,DAL,2026-01-25T18:42:14.277978
Derik Queen,NOP,2026-01-25T18:42:14.277978
Derrick Jones Jr,LAC,2026-01-25T18:42:14.277978
Derrick White,BOS,2026-01-25T18:42:14.277978
Desmond Bane,ORL,2026-01-25T18:42:14.277978
Devin Booker,PHX,2026-01-25T18:42:14.277978
Devin Carter,SAC,2026-01-25T18:42:14.277978
Devin Vassell,SAS,2026-01-25T18:42:14.277978
Dillon Brooks,PHX,2026-01-25T18:42:14.277978
Dillon Jones,NYK,2026-01-25T18:42:14.277978
Domantas Sabonis,SAC,2026-01-25T18:42:14.277978
Dominick Barlow,PHI,2026-01-25T18:42:14.277978
Donovan Clingan,POR,2026-01-25T18:42:14.277978
Donovan Mitchell,CLE,2026-01-25T18:42:14.277978
Donte Divincenzo,MIN,2026-01-25T18:42:14.277978
Dorian Finney-Smith,HOU,2026-01-25T18:42:14.277978
Doug Mcdermott,SAC,2026-01-25T18:42:14.277978
Drake Powell,BKN,2026-01-25T18:42:14.277978
Draymond Green,GSW,2026-01-25T18:42:14.277978
Drew Eubanks,SAC,2026-01-25T18:42:14.277978
Drew Timme,LAL,2026-01-25T18:42:14.277978
Dru Smith,MIA,2026-01-25T18:42:14.277978
Duncan Robinson,DET,2026-01-25T18:42:14.277978
Duop Reath,POR,2026-01-25T18:42:14.277978
Dwight Powell,DAL,2026-01-25T18:42:14.277978
Dylan Cardwell,SAC,2026-01-25T18:42:14.277978
Dylan Harper,SAS,2026-01-25T18:42:14.277978
Dyson Daniels,ATL,2026-01-25T18:42:14.277978
Egor Demin,BKN,2026-01-25T18:42:14.277978
Ej Liddell,BKN,2026-01-25T18:42:14.277978
Elijah Harkless,UTA,2026-01-25T18:42:14.277978
Emanuel Miller,CHI,2026-01-25T18:42:14.277978
Enrique Freeman,MIN,2026-01-25T18:42:14.277978
Eric Gordon,PHI,2026-01-25T18:42:14.277978
Ethan Thompson,IND,2026-01-25T18:42:14.277978
Evan Mobley,CLE,2026-01-25T18:42:14.277978
Franz Wagner,ORL,2026-01-25T18:42:14.277978
Fred Vanvleet,HOU,2026-01-25T18:42:14.277978
Gabe Vincent,LAL,2026-01-25T18:42:14.277978
Garrett Temple,TOR,2026-01-25T18:42:14.277978
Gary Harris,MIL,2026-01-25T18:42:14.277978
Gary Payton,GSW,2026-01-25T18:42:14.277978
Gary Trent Jr,MIL,2026-01-25T18:42:14.277978
Georges Niang,UTA,2026-01-25T18:42:14.277978
Gg Jackson,MEM,2026-01-25T18:42:14.277978
Giannis Antetokounmpo,MIL,2026-01-25T18:42:14.277978
Goga Bitadze,ORL,2026-01-25T18:42:14.277978
Gradey Dick,TOR,2026-01-25T18:42:14.277978
Grant Williams,CHA,2026-01-25T18:42:14.277978
Grayson Allen,PHX,2026-01-25T18:42:14.277978
Guerschon Yabusele,NYK,2026-01-25T18:42:14.277978
Gui Santos,GSW,2026-01-25T18:42:14.277978
Harrison Barnes,SAS,2026-01-25T18:42:14.277978
Harrison Ingram,SAS,2026-01-25T18:42:14.277978
Haywood Highsmith,BKN,2026-01-25T18:42:14.277978
Herbert Jones,NOP,2026-01-25T18:42:14.277978
Hugo Gonzalez,BOS,2026-01-25T18:42:14.277978
Hunter Dickinson,NOP,2026-01-25T18:42:14.277978
Hunter Tyson,DEN,2026-01-25T18:42:14.277978
Immanuel Quickley,TOR,2026-01-25T18:42:14.277978
Isaac Jones,DET,2026-01-25T18:42:14.277978
Isaac Okoro,CHI,2026-01-25T18:42:14.277978
Isaiah Collier,UTA,2026-01-25T18:42:14.277978
Isaiah Crawford,HOU,2026-01-25T18:42:14.277978
Isaiah Hartenstein,OKC,2026-01-25T18:42:14.277978
Isaiah Jackson,IND,2026-01-25T18:42:14.277978
Isaiah Joe,OKC,2026-01-25T18:42:14.277978
Isaiah Livers,PHX,2026-01-25T18:42:14.277978
Isaiah Stevens,SAC,2026-01-25T18:42:14.277978
Isaiah Stewart,DET,2026-01-25T18:42:14.277978
Ivica Zubac,LAC,2026-01-25T18:42:14.277978
Ja Morant,MEM,2026-01-25T18:42:14.277978
Ja'Kobe Walter,TOR,2026-01-25T18:42:14.277978
Jabari Smith Jr,HOU,2026-01-25T18:42:14.277978
Jabari Walker,PHI,2026-01-25T18:42:14.277978
Jaden Hardy,DAL,2026-01-25T18:42:14.277978
Jaden Ivey,DET,2026-01-25T18:42:14.277978
Jaden Mcdaniels,MIN,2026-01-25T18:42:14.277978
Jae'Sean Tate,HOU,2026-01-25T18:42:14.277978
Jahmai Mashack,MEM,2026-01-25T18:42:14.277978
Jahmir Young,MIA,2026-01-25T18:42:14.277978
Jaime Jaquez Jr,MIA,2026-01-25T18:42:14.277978
Jake Laravia,LAL,2026-01-25T18:42:14.277978
Jakob Poeltl,TOR,2026-01-25T18:42:14.277978
Jalen Brunson,NYK,2026-01-25T18:42:14.277978
Jalen Duren,DET,2026-01-25T18:42:14.277978
Jalen Green,PHX,2026-01-25T18:42:14.277978
Jalen Johnson,ATL,2026-01-25T18:42:14.277978
Jalen Pickett,DEN,2026-01-25T18:42:14.277978
Jalen Smith,CHI,2026-01-25T18:42:14.277978
Jalen Suggs,ORL,2026-01-25T18:42:14.277978
Jalen Williams,OKC,2026-01-25T18:42:14.277978
Jalen Wilson,BKN,2026-01-25T18:42:14.277978
Jamal Cain,ORL,2026-01-25T18:42:14.277978
Jamal Murray,DEN,2026-01-25T18:42:14.277978
Jamal Shead,TOR,2026-01-25T18:42:14.277978
Jamaree Bouyea,PHX,2026-01-25T18:42:14.277978
James Harden,LAC,2026-01-25T18:42:14.277978
Jamir Watkins,WAS,2026-01-25T18:42:14.277978
Jamison Battle,TOR,2026-01-25T18:42:14.277978
Jarace Walker,IND,2026-01-25T18:42:14.277978
Jared Mccain,PHI,2026-01-25T18:42:14.277978
Jaren Jackson Jr,MEM,2026-01-25T18:42:14.277978
Jarred Vanderbilt,LAL,2026-01-25T18:42:14.277978
Jarrett Allen,CLE,2026-01-25T18:42:14.277978
Jase Richardson,ORL,2026-01-25T18:42:14.277978
Javon Small,MEM,2026-01-25T18:42:14.277978
Javonte Cooke,POR,2026-01-25T18:42:14.277978
Javonte Green,DET,2026-01-25T18:42:14.277978
Jaxson Hayes,LAL,2026-01-25T18:42:14.277978
Jay Huff,IND,2026-01-25T18:42:14.277978
Jaylen Brown,BOS,2026-01-25T18:42:14.277978
Jaylen Clark,MIN,2026-01-25T18:42:14.277978
Jaylen Wells,MEM,2026-01-25T18:42:14.277978
Jaylin Williams,OKC,2026-01-25T18:42:14.277978
Jaylon Tyson,CLE,2026-01-25T18:42:14.277978
Jayson Tatum,BOS,2026-01-25T18:42:14.277978
Jd Davison,HOU,2026-01-25T18:42:14.277978
Jeff Green,HOU,2026-01-25T18:42:14.277978
Jerami Grant,POR,2026-01-25T18:42:14.277978
Jeremiah Fears,NOP,2026-01-25T18:42:14.277978
Jeremiah Robinson-Earl,IND,2026-01-25T18:42:14.277978
Jeremy Sochan,SAS,2026-01-25T18:42:14.277978
Jericho Sims,MIL,2026-01-25T18:42:14.277978
Jett Howard,ORL,2026-01-25T18:42:14.277978
Jevon Carter,CHI,2026-01-25T18:42:14.277978
Jimmy Butler,GSW,2026-01-25T18:42:14.277978
Joan Beringer,MIN,2026-01-25T18:42:14.277978
Jock Landale,MEM,2026-01-25T18:42:14.277978
Joe Ingles,MIN,2026-01-25T18:42:14.277978
Joel Embiid,PHI,2026-01-25T18:42:14.277978
John Collins,LAC,2026-01-25T18:42:14.277978
John Konchar,MEM,2026-01-25T18:42:14.277978
John Tonje,UTA,2026-01-25T18:42:14.277978
Johni Broome,PHI,2026-01-25T18:42:14.277978
Johnny Furphy,IND,2026-01-25T18:42:14.277978
Johnny Juzang,MIN,2026-01-25T18:42:14.277978
Jonas Valanciunas,DEN,2026-01-25T18:42:14.277978
Jonathan Isaac,ORL,2026-01-25T18:42:14.277978
Jonathan Kuminga,GSW,2026-01-25T18:42:14.277978
Jonathan Mogbo,TOR,2026-01-25T18:42:14.277978
Jordan Clarkson,NYK,2026-01-25T18:42:14.277978
Jordan Goodwin,PHX,2026-01-25T18:42:14.277978
Jordan Hawkins,NOP,2026-01-25T18:42:14.277978
Jordan Mclaughlin,SAS,2026-01-25T18:42:14.277978
Jordan Miller,LAC,2026-01-25T18:42:14.277978
Jordan Poole,NOP,2026-01-25T18:42:14.277978
Jordan Walsh,BOS,2026-01-25T18:42:14.277978
Jose Alvarado,NOP,2026-01-25T18:42:14.277978
Josh Giddey,CHI,2026-01-25T18:42:14.277978
Josh Green,CHA,2026-01-25T18:42:14.277978
Josh Hart,NYK,2026-01-25T18:42:14.277978
Josh Minott,BOS,2026-01-25T18:42:14.277978
Josh Okogie,HOU,2026-01-25T18:42:14.277978
Jrue Holiday,POR,2026-01-25T18:42:14.277978
Julian Champagnie,SAS,2026-01-25T18:42:14.277978
Julian Phillips,CHI,2026-01-25T18:42:14.277978
Julian Strawther,DEN,2026-01-25T18:42:14.277978
Julius Randle,MIN,2026-01-25T18:42:14.277978
Justin Champagnie,WAS,2026-01-25T18:42:14.277978
Justin Edwards,PHI,2026-01-25T18:42:14.277978
Jusuf Nurkic,UTA,2026-01-25T18:42:14.277978
Kam Jones,IND,2026-01-25T18:42:14.277978
Karl-Anthony Towns,NYK,2026-01-25T18:42:14.277978
Karlo Matkovic,NOP,2026-01-25T18:42:14.277978
Kasparas Jakucionis,MIA,2026-01-25T18:42:14.277978
Kawhi Leonard,LAC,2026-01-25T18:42:14.277978
Keaton Wallace,ATL,2026-01-25T18:42:14.277978
Keegan Murray,SAC,2026-01-25T18:42:14.277978
Kel'El Ware,MIA,2026-01-25T18:42:14.277978
Keldon Johnson,SAS,2026-01-25T18:42:14.277978
Kelly Olynyk,SAS,2026-01-25T18:42:14.277978
Kelly Oubre Jr,PHI,2026-01-25T18:42:14.277978
Kenrich Williams,OKC,2026-01-25T18:42:14.277978
Kentavious Caldwell-Pope,MEM,2026-01-25T18:42:14.277978
Keon Ellis,SAC,2026-01-25T18:42:14.277978
Keshad Johnson,MIA,2026-01-25T18:42:14.277978
Kevin Durant,HOU,2026-01-25T18:42:14.277978
Kevin Huerter,CHI,2026-01-25T18:42:14.277978
Kevin Love,UTA,2026-01-25T18:42:14.277978
Kevin Mccullar Jr,NYK,2026-01-25T18:42:14.277978
Kevin Porter Jr,MIL,2026-01-25T18:42:14.277978
Kevon Looney,NOP,2026-01-25T18:42:14.277978
Keyonte George,UTA,2026-01-25T18:42:14.277978
Khaman Maluach,PHX,2026-01-25T18:42:14.277978
Khris Middleton,WAS,2026-01-25T18:42:14.277978
Kj Simpson,CHA,2026-01-25T18:42:14.277978
Klay Thompson,DAL,2026-01-25T18:42:14.277978
Kobe Brown,LAC,2026-01-25T18:42:14.277978
Kobe Sanders,LAC,2026-01-25T18:42:14.277978
Koby Brea,PHX,2026-01-25T18:42:14.277978
Kon Knueppel,CHA,2026-01-25T18:42:14.277978
Kris Dunn,LAC,2026-01-25T18:42:14.277978
Kris Murray,POR,2026-01-25T18:42:14.277978
Kristaps Porzingis,ATL,2026-01-25T18:42:14.277978
Kyle Anderson,UTA,2026-01-25T18:42:14.277978
Kyle Filipowski,UTA,2026-01-25T18:42:14.277978
Kyle Kuzma,MIL,2026-01-25T18:42:14.277978
Kyle Lowry,PHI,2026-01-25T18:42:14.277978
Kyrie Irving,DAL,2026-01-25T18:42:14.277978
Kyshawn George,WAS,2026-01-25T18:42:14.277978
Lachlan Olbrich,CHI,2026-01-25T18:42:14.277978
Lamelo Ball,CHA,2026-01-25T18:42:14.277978
Landry Shamet,NYK,2026-01-25T18:42:14.277978
Larry Nance Jr,CLE,2026-01-25T18:42:14.277978
Lauri Markkanen,UTA,2026-01-25T18:42:14.277978
Lebron James,LAL,2026-01-25T18:42:14.277978
Leonard Miller,MIN,2026-01-25T18:42:14.277978
Liam Mcneeley,CHA,2026-01-25T18:42:14.277978
Lindy Waters,SAS,2026-01-25T18:42:14.277978
Lj Cryer,GSW,2026-01-25T18:42:14.277978
Lonzo Ball,CLE,2026-01-25T18:42:14.277978
Luguentz Dort,OKC,2026-01-25T18:42:14.277978
Luka Doncic,LAL,2026-01-25T18:42:14.277978
Luka Garza,BOS,2026-01-25T18:42:14.277978
Luke Kennard,ATL,2026-01-25T18:42:14.277978
Luke Kornet,SAS,2026-01-25T18:42:14.277978
Luke Travers,CLE,2026-01-25T18:42:14.277978
Malaki Branham,WAS,2026-01-25T18:42:14.277978
Malevy Leons,GSW,2026-01-25T18:42:14.277978
Malik Monk,SAC,2026-01-25T18:42:14.277978
Marcus Sasser,DET,2026-01-25T18:42:14.277978
Marcus Smart,LAL,2026-01-25T18:42:14.277978
Marjon Beauchamp,PHI,2026-01-25T18:42:14.277978
Mark Williams,PHX,2026-01-25T18:42:14.277978
Marvin Bagley,WAS,2026-01-25T18:42:14.277978
Mason Plumlee,CHA,2026-01-25T18:42:14.277978
Matas Buzelis,CHI,2026-01-25T18:42:14.277978
Matisse Thybulle,POR,2026-01-25T18:42:14.277978
Max Christie,DAL,2026-01-25T18:42:14.277978
Max Shulga,BOS,2026-01-25T18:42:14.277978
Max Strus,CLE,2026-01-25T18:42:14.277978
Maxi Kleber,LAL,2026-01-25T18:42:14.277978
Maxime Raynaud,SAC,2026-01-25T18:42:14.277978
Micah Peavy,NOP,2026-01-25T18:42:14.277978
Micah Potter,IND,2026-01-25T18:42:14.277978
Michael Porter Jr,BKN,2026-01-25T18:42:14.277978
Mikal Bridges,NYK,2026-01-25T18:42:14.277978
Mike Conley,MIN,2026-01-25T18:42:14.277978
Miles Bridges,CHA,2026-01-25T18:42:14.277978
Miles Kelly,DAL,2026-01-25T18:42:14.277978
Miles Mcbride,NYK,2026-01-25T18:42:14.277978
Mitchell Robinson,NYK,2026-01-25T18:42:14.277978
Mohamed Diawara,NYK,2026-01-25T18:42:14.277978
Moritz Wagner,ORL,2026-01-25T18:42:14.277978
Moses Moody,GSW,2026-01-25T18:42:14.277978
Mouhamed Gueye,ATL,2026-01-25T18:42:14.277978
Moussa Cisse,DAL,2026-01-25T18:42:14.277978
Moussa Diabate,CHA,2026-01-25T18:42:14.277978
Myles Turner,MIL,2026-01-25T18:42:14.277978
Myron Gardner,MIA,2026-01-25T18:42:14.277978
N'Faly Dante,ATL,2026-01-25T18:42:14.277978
Nae'Qwan Tomlin,CLE,2026-01-25T18:42:14.277978
Naji Marshall,DAL,2026-01-25T18:42:14.277978
Naz Reid,MIN,2026-01-25T18:42:14.277978
Neemias Queta,BOS,2026-01-25T18:42:14.277978
Nic Claxton,BKN,2026-01-25T18:42:14.277978
Nick Richards,PHX,2026-01-25T18:42:14.277978
Nick Smith Jr,LAL,2026-01-25T18:42:14.277978
Nickeil Alexander-Walker,ATL,2026-01-25T18:42:14.277978
Nicolas Batum,LAC,2026-01-25T18:42:14.277978
Nigel Hayes-Davis,PHX,2026-01-25T18:42:14.277978
Nikola Jokic,DEN,2026-01-25T18:42:14.277978
Nikola Jovic,MIA,2026-01-25T18:42:14.277978
Nikola Topic,OKC,2026-01-25T18:42:14.277978
Nikola Vucevic,CHI,2026-01-25T18:42:14.277978
Nikola Đurisic,ATL,2026-01-25T18:42:14.277978
Nique Clifford,SAC,2026-01-25T18:42:14.277978
Noa Essengue,CHI,2026-01-25T18:42:14.277978
Noah Clowney,BKN,2026-01-25T18:42:14.277978
Noah Penda,ORL,2026-01-25T18:42:14.277978
Nolan Traore,BKN,2026-01-25T18:42:14.277978
Norman Powell,MIA,2026-01-25T18:42:14.277978
Obi Toppin,IND,2026-01-25T18:42:14.277978
Ochai Agbaji,TOR,2026-01-25T18:42:14.277978
Og Anunoby,NYK,2026-01-25T18:42:14.277978
Olivier-Maxence Prosper,MEM,2026-01-25T18:42:14.277978
Onyeka Okongwu,ATL,2026-01-25T18:42:14.277978
Orlando Robinson,ORL,2026-01-25T18:42:14.277978
Oscar Tshiebwe,UTA,2026-01-25T18:42:14.277978
Oso Ighodaro,PHX,2026-01-25T18:42:14.277978
Ousmane Dieng,OKC,2026-01-25T18:42:14.277978
Pacome Dadiet,NYK,2026-01-25T18:42:14.277978
Paolo Banchero,ORL,2026-01-25T18:42:14.277978
Pascal Siakam,IND,2026-01-25T18:42:14.277978
Pat Connaughton,CHA,2026-01-25T18:42:14.277978
Pat Spencer,GSW,2026-01-25T18:42:14.277978
Patrick Baldwin Jr,LAC,2026-01-25T18:42:14.277978
Patrick Williams,CHI,2026-01-25T18:42:14.277978
Paul George,PHI,2026-01-25T18:42:14.277978
Paul Reed,DET,2026-01-25T18:42:14.277978
Payton Pritchard,BOS,2026-01-25T18:42:14.277978
Pelle Larsson,MIA,2026-01-25T18:42:14.277978
Pete Nance,MIL,2026-01-25T18:42:14.277978
Peyton Watson,DEN,2026-01-25T18:42:14.277978
Pj Hall,CHA,2026-01-25T18:42:14.277978
Pj Washington,DAL,2026-01-25T18:42:14.277978
Precious Achiuwa,SAC,2026-01-25T18:42:14.277978
Quentin Grimes,PHI,2026-01-25T18:42:14.277978
Quenton Jackson,IND,2026-01-25T18:42:14.277978
Quinten Post,GSW,2026-01-25T18:42:14.277978
Rasheer Fleming,PHX,2026-01-25T18:42:14.277978
Rayan Rupert,POR,2026-01-25T18:42:14.277978
Rayj Dennis,ATL,2026-01-25T18:42:14.277978
Reed Sheppard,HOU,2026-01-25T18:42:14.277978
Rj Barrett,TOR,2026-01-25T18:42:14.277978
Rob Dillingham,MIN,2026-01-25T18:42:14.277978
Robert Williams,POR,2026-01-25T18:42:14.277978
Rocco Zikarsky,MIN,2026-01-25T18:42:14.277978
Ron Harper Jr,BOS,2026-01-25T18:42:14.277978
Ronald Holland,DET,2026-01-25T18:42:14.277978
Royce O'Neale,PHX,2026-01-25T18:42:14.277978
Rudy Gobert,MIN,2026-01-25T18:42:14.277978
Rui Hachimura,LAL,2026-01-25T18:42:14.277978
Russell Westbrook,SAC,2026-01-25T18:42:14.277978
Ryan Dunn,PHX,2026-01-25T18:42:14.277978
Ryan Kalkbrenner,CHA,2026-01-25T18:42:14.277978
Ryan Nembhard,DAL,2026-01-25T18:42:14.277978
Ryan Rollins,MIL,2026-01-25T18:42:14.277978
Saddiq Bey,NOP,2026-01-25T18:42:14.277978
Sam Hauser,BOS,2026-01-25T18:42:14.277978
Sam Merrill,CLE,2026-01-25T18:42:14.277978
Sandro Mamukelashvili,TOR,2026-01-25T18:42:14.277978
Santi Aldama,MEM,2026-01-25T18:42:14.277978
Scoot Henderson,POR,2026-01-25T18:42:14.277978
Scottie Barnes,TOR,2026-01-25T18:42:14.277978
Scotty Pippen Jr,MEM,2026-01-25T18:42:14.277978
Seth Curry,GSW,2026-01-25T18:42:14.277978
Shaedon Sharpe,POR,2026-01-25T18:42:14.277978
Shai Gilgeous-Alexander,OKC,2026-01-25T18:42:14.277978
Sharife Cooper,WAS,2026-01-25T18:42:14.277978
Sidy Cissoko,POR,2026-01-25T18:42:14.277978
Simone Fontecchio,MIA,2026-01-25T18:42:14.277978
Sion James,CHA,2026-01-25T18:42:14.277978
Spencer Jones,DEN,2026-01-25T18:42:14.277978
Stanley Umude,SAS,2026-01-25T18:42:14.277978
Stephen Curry,GSW,2026-01-25T18:42:14.277978
Stephon Castle,SAS,2026-01-25T18:42:14.277978
Steven Adams,HOU,2026-01-25T18:42:14.277978
Svi Mykhailiuk,UTA,2026-01-25T18:42:14.277978
Taelon Peter,IND,2026-01-25T18:42:14.277978
Tamar Bates,DEN,2026-01-25T18:42:14.277978
Tari Eason,HOU,2026-01-25T18:42:14.277978
Taurean Prince,MIL,2026-01-25T18:42:14.277978
Taylor Hendricks,UTA,2026-01-25T18:42:14.277978
Terance Mann,BKN,2026-01-25T18:42:14.277978
Terrence Shannon Jr,MIN,2026-01-25T18:42:14.277978
Terry Rozier,MIA,2026-01-25T18:42:14.277978
Thanasis Antetokounmpo,MIL,2026-01-25T18:42:14.277978
Thomas Bryant,CLE,2026-01-25T18:42:14.277978
Thomas Sorber,OKC,2026-01-25T18:42:14.277978
Tidjane Salaun,CHA,2026-01-25T18:42:14.277978
Tim Hardaway Jr,DEN,2026-01-25T18:42:14.277978
Tj Mcconnell,IND,2026-01-25T18:42:14.277978
Tobias Harris,DET,2026-01-25T18:42:14.277978
Tolu Smith,DET,2026-01-25T18:42:14.277978
Tony Bradley,IND,2026-01-25T18:42:14.277978
Toumani Camara,POR,2026-01-25T18:42:14.277978
Trae Young,WAS,2026-01-25T18:42:14.277978
Trayce Jackson-Davis,GSW,2026-01-25T18:42:14.277978
Tre Johnson,WAS,2026-01-25T18:42:14.277978
Tre Jones,CHI,2026-01-25T18:42:14.277978
