player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,max_staleness,is_stale,stale_bookmaker,verify_manually
Lauri Markkanen,player_points,22.5,-240.0,bovada,0.7058823529411765,175.0,bovada,0.36363636363636365,1.0695187165775402,-6.500000000000005,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Brice Sensabaugh,player_points,13.5,175.0,bovada,0.36363636363636365,-240.0,bovada,0.7058823529411765,1.0695187165775402,-6.500000000000005,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Naji Marshall,player_rebounds,6.5,175.0,bovada,0.36363636363636365,-240.0,bovada,0.7058823529411765,1.0695187165775402,-6.500000000000005,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
P.J. Washington,player_threes,1.5,-210.0,bovada,0.6774193548387096,155.0,bovada,0.39215686274509803,1.0695762175838077,-6.5050266114724975,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Max Christie,player_threes,1.5,-210.0,bovada,0.6774193548387096,155.0,bovada,0.39215686274509803,1.0695762175838077,-6.5050266114724975,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Daniel Gafford,player_points,10.5,155.0,bovada,0.39215686274509803,-210.0,bovada,0.6774193548387096,1.0695762175838077,-6.5050266114724975,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Isaiah Collier,player_points,5.5,-112.0,fanduel,0.5283018867924528,-118.0,fanduel,0.5412844036697247,1.0695862904621776,-6.505907104709497,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
Ace Bailey,player_points_rebounds_assists,19.5,-115.0,bovada,0.5348837209302325,-115.0,bovada,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Keyonte George,player_points_rebounds_assists,34.5,-115.0,bovada,0.5348837209302325,-115.0,bovada,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Keyonte George,player_points_rebounds_assists,45.5,-115.0,draftkings,0.5348837209302325,-115.0,draftkings,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.07,1.07,2025-12-16T03:36:48Z,2025-12-16T03:36:48Z,1.07,False,,False
Klay Thompson,player_points_rebounds_assists,18.5,-115.0,bovada,0.5348837209302325,-115.0,bovada,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_points,21.5,-115.0,bovada,0.5348837209302325,-115.0,bovada,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Daniel Gafford,player_points_rebounds_assists,16.5,-115.0,bovada,0.5348837209302325,-115.0,bovada,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_points_rebounds_assists,39.5,-115.0,draftkings,0.5348837209302325,-115.0,draftkings,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.07,1.07,2025-12-16T03:36:48Z,2025-12-16T03:36:48Z,1.07,False,,False
Kyle Filipowski,player_points_rebounds_assists,24.5,-115.0,bovada,0.5348837209302325,-115.0,bovada,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_points_rebounds_assists,35.5,-115.0,bovada,0.5348837209302325,-115.0,bovada,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Walter Clayton Jr.,player_rebounds,3.5,-115.0,draftkings,0.5348837209302325,-115.0,draftkings,0.5348837209302325,1.069767441860465,-6.521739130434778,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.07,1.07,2025-12-16T03:36:48Z,2025-12-16T03:36:48Z,1.07,False,,False
Keyonte George,player_points,21.5,-160.0,bovada,0.6153846153846154,120.0,bovada,0.45454545454545453,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_points_rebounds_assists,37.5,120.0,bovada,0.45454545454545453,-160.0,bovada,0.6153846153846154,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_points,12.5,120.0,bovada,0.45454545454545453,-160.0,bovada,0.6153846153846154,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_points_rebounds_assists,20.5,-160.0,bovada,0.6153846153846154,120.0,bovada,0.45454545454545453,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Keyonte George,player_points_rebounds_assists,36.5,120.0,bovada,0.45454545454545453,-160.0,bovada,0.6153846153846154,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Ryan Nembhard,player_points_rebounds_assists,23.5,120.0,bovada,0.45454545454545453,-160.0,bovada,0.6153846153846154,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Lauri Markkanen,player_points_rebounds_assists,33.5,-160.0,bovada,0.6153846153846154,120.0,bovada,0.45454545454545453,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Cooper Flagg,player_assists,4.5,120.0,bovada,0.45454545454545453,-160.0,bovada,0.6153846153846154,1.06993006993007,-6.535947712418311,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,1.21,1.21,2025-12-16T03:36:40Z,2025-12-16T03:36:40Z,1.21,False,,False
Daniel Gafford,player_points,4.5,114.0,fanduel,0.4672897196261682,-152.0,fanduel,0.6031746031746031,1.0704643228007713,-6.582594235033257,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
Lauri Markkanen,player_assists,3.5,-192.0,fanduel,0.6575342465753424,142.0,fanduel,0.4132231404958678,1.0707573870712102,-6.608162402199191,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
Kyle Filipowski,player_assists,1.5,-240.0,fanduel,0.7058823529411765,174.0,fanduel,0.36496350364963503,1.0708458565908114,-6.615878107457895,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
Isaiah Collier,player_assists,6.5,128.0,fanduel,0.43859649122807015,-172.0,fanduel,0.6323529411764706,1.0709494324045408,-6.624909660322819,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
Lauri Markkanen,player_rebounds,9.5,-178.0,fanduel,0.6402877697841727,132.0,fanduel,0.43103448275862066,1.0713222525427932,-6.6574041912701105,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.71,0.71,2025-12-16T03:37:10Z,2025-12-16T03:37:10Z,0.71,False,,False
