player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,under_odds,over_odds
Jaylen Wells,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:56:05Z,-138.0,104
Desmond Bane,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,2.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:56:05Z,-146.0,110
Ja Morant,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:56:05Z,126.0,-168
Jaren Jackson Jr,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:56:05Z,104.0,-138
Santi Aldama,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,139.0,-194
Kyle Anderson,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,0.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,-184.0,133
Davion Mitchell,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,-148.0,108
Jaren Jackson Jr,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,104.0,-142
Tyler Herro,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,3.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,-174.0,126
Desmond Bane,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,2.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,-148.0,108
Alec Burks,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,2.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,-194.0,139
Jaylen Wells,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,-129.0,-106
Bam Adebayo,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,0.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,152.0,-214
Ja Morant,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:31Z,133.0,-184
Alec Burks,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,2.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,-200.0,150
Davion Mitchell,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,-145.0,110
Desmond Bane,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,2.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,-135.0,105
Haywood Highsmith,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,-180.0,135
Ja Morant,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,145.0,-190
Jaren Jackson Jr,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,105.0,-135
Jaylen Wells,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,-120.0,-110
Pelle Larsson,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,-215.0,160
Santi Aldama,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,150.0,-200
Tyler Herro,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,3.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:25Z,-180.0,135
Desmond Bane,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,2.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:19Z,-167.0,125
Jaren Jackson Jr,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:19Z,114.0,-152
Ja Morant,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:19Z,112.0,-148
Jaylen Wells,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:19Z,-134.0,100
Santi Aldama,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:19Z,123.0,-165
Tyler Herro,Memphis Grizzlies @ Miami Heat,2025-04-03T23:30:00Z,player_threes,3.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:19Z,-159.0,118
Julius Randle,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,-156.0,120
Mike Conley,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,-119.0,-109
Anthony Edwards,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,3.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,-111.0,-116
Jaden McDaniels,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,-250.0,186
Naz Reid,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,126.0,-164
D'Angelo Russell,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,-164.0,126
Jalen Wilson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,101.0,-130
Donte DiVincenzo,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,-115.0,-112
Keon Johnson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:26Z,129.0,-169
Anthony Edwards,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,3.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:05Z,-115.0,-115
D'Angelo Russell,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:05Z,-166.0,130
Keon Johnson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:05Z,124.0,-160
Jalen Wilson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:05Z,-105.0,-125
Mike Conley,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:05Z,-115.0,-115
Julius Randle,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:05Z,-166.0,130
Jaden McDaniels,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:05Z,-238.0,180
Naz Reid,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,125.0,-165
Jalen Wilson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,105.0,-140
Mike Conley,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,-125.0,-110
D'Angelo Russell,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,-160.0,120
Anthony Edwards,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,3.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,-110.0,-120
Julius Randle,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,-155.0,115
Donte DiVincenzo,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,-110.0,-118
Jaden McDaniels,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,-250.0,180
Nickeil Alexander-Walker,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,-155.0,115
Trendon Watford,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,0.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:51Z,125.0,-165
Anthony Edwards,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,3.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,-108.0,-122
Naz Reid,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,124.0,-166
Jaden McDaniels,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,-245.0,178
Julius Randle,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,-166.0,126
D'Angelo Russell,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,-174.0,130
Jalen Wilson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,-102.0,-130
Donte DiVincenzo,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,-128.0,-104
Mike Conley,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,-122.0,-108
Keon Johnson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:52:04Z,132.0,-178
Anthony Edwards,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,3.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,-110.0,-120
D'Angelo Russell,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,-165.0,125
Donte DiVincenzo,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,-110.0,-120
Jaden McDaniels,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,-260.0,190
Jalen Wilson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,105.0,-135
Julius Randle,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,-150.0,115
Keon Johnson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,135.0,-180
Mike Conley,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,-125.0,-105
Naz Reid,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:56:08Z,130.0,-170
Keon Johnson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,126.0,-174
Anthony Edwards,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,3.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-113.0,-121
Julius Randle,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-166.0,120
Mike Conley,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-121.0,-113
Donte DiVincenzo,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-117.0,-117
D'Angelo Russell,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-174.0,126
Naz Reid,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,120.0,-166
Jalen Wilson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-103.0,-133
Nickeil Alexander-Walker,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-160.0,116
Jaden McDaniels,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-254.0,178
Keon Johnson,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:31Z,128.0,-175
Anthony Edwards,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,3.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:31Z,-108.0,-122
Julius Randle,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:31Z,-175.0,130
Mike Conley,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:31Z,-121.0,-109
Jaden McDaniels,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,1.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:31Z,-225.0,163
Donte DiVincenzo,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:31Z,-129.0,-104
D'Angelo Russell,Minnesota Timberwolves @ Brooklyn Nets,2025-04-03T23:40:00Z,player_threes,2.5,betrivers,2025-04-03T14:55:07Z,2025-04-03T14:55:31Z,-175.0,128
Anfernee Simons,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,3.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:34Z,-166.0,130
Shaedon Sharpe,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:34Z,-140.0,110
Deni Avdija,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:34Z,-200.0,154
Toumani Camara,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:34Z,110.0,-140
R.J. Barrett,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:34Z,100.0,-130
Jamal Shead,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:34Z,-130.0,100
Scottie Barnes,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,draftkings,2025-04-03T14:55:06Z,2025-04-03T14:52:34Z,165.0,-215
R.J. Barrett,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:46:23Z,-108.0,-122
Anfernee Simons,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,3.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:46:23Z,-166.0,124
Jamal Shead,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:46:23Z,-144.0,108
Deni Avdija,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:46:23Z,-200.0,148
Shaedon Sharpe,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:46:23Z,-138.0,104
Toumani Camara,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,fanduel,2025-04-03T14:53:24Z,2025-04-03T14:46:23Z,104.0,-138
Anfernee Simons,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,3.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,-172.0,132
Scottie Barnes,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,166.0,-222
Shaedon Sharpe,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,-139.0,107
Toumani Camara,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,111.0,-145
R.J. Barrett,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,-101.0,-128
Jamal Shead,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,-128.0,-101
Donovan Clingan,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,-357.0,254
Deni Avdija,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:55:49Z,138.0,-182
Anfernee Simons,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,3.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:31Z,-185.0,140
Deni Avdija,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:31Z,140.0,-185
Jamal Shead,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:31Z,-125.0,-105
R.J. Barrett,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:31Z,105.0,-135
Shaedon Sharpe,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:31Z,-150.0,115
Toumani Camara,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,bovada,2025-04-03T14:55:09Z,2025-04-03T14:55:31Z,120.0,-160
Jamal Shead,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,-125.0,-105
Donovan Clingan,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,-350.0,250
Shaedon Sharpe,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,-140.0,105
R.J. Barrett,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,100.0,-135
Toumani Camara,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,105.0,-140
Scottie Barnes,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,175.0,-235
Deni Avdija,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,135.0,-175
Anfernee Simons,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,3.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,-185.0,135
Orlando Robinson,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,betmgm,2025-04-03T14:55:06Z,2025-04-03T14:55:54Z,-155.0,115
Scottie Barnes,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,165.0,-234
Jamal Shead,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-133.0,-103
Shaedon Sharpe,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,2.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-142.0,104
Anfernee Simons,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,3.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-184.0,133
R.J. Barrett,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,100.0,-137
Deni Avdija,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,139.0,-194
Donovan Clingan,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,0.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,-374.0,247
Toumani Camara,Portland Trail Blazers @ Toronto Raptors,2025-04-03T23:40:00Z,player_threes,1.5,williamhill_us,2025-04-03T14:53:23Z,2025-04-03T14:55:49Z,104.0,-142
Stephen Curry,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,4.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,-112.0,-115
Draymond Green,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,-189.0,144
LeBron James,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,114.0,-147
Austin Reaves,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,2.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,-139.0,107
Luka Doncic,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,3.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,-119.0,-109
Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,124.0,-161
Dorian Finney-Smith,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,117.0,-152
Gabe Vincent,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,116.0,-152
Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,2025-04-04T02:00:00Z,player_threes,1.5,betonlineag,2025-04-03T14:55:06Z,2025-04-03T14:56:04Z,-137.0,106
