play_num,quarter,clock_display,clock_seconds,game_minute,description,player_scored,points_value,cumulative_points,prob_over,prob_under
273,3,7:22,1718.0000,28,Rui Hachimura enters the game for Jake LaRavia,False,0,22,0.7000,0.3000
274,3,7:08,1732.0000,28,Luka Doncic makes 11-foot driving floating jump shot (LeBron James assists),True,2,24,0.8500,0.1500
275,3,6:56,1744.0000,29,Josh Hart makes 25-foot three point jumper (Jalen Brunson assists),False,0,24,0.8500,0.1500
276,3,6:39,1761.0000,29,LeBron James misses two point shot,False,0,24,0.9000,0.1000
277,3,6:37,1763.0000,29,OG Anunoby defensive rebound,False,0,24,0.7400,0.2600
278,3,6:33,1767.0000,29,Mikal Bridges misses 22-foot running jump shot,False,0,24,0.7300,0.2700
279,3,6:30,1770.0000,29,Rui Hachimura defensive rebound,False,0,24,0.8200,0.1800
280,3,6:27,1773.0000,29,"Rui Hachimura bad pass
turnover (Jalen Brunson steals)",False,0,24,0.8500,0.1500
281,3,6:14,1786.0000,29,Karl-Anthony Towns misses driving layup,False,0,24,0.8600,0.1400
282,3,6:12,1788.0000,29,Luka Doncic defensive rebound,False,0,24,0.8700,0.1300
283,3,6:02,1798.0000,29,Rui Hachimura makes 10-foot step back jumpshot,False,0,24,0.8500,0.1500
284,3,5:43,1817.0000,30,Karl-Anthony Towns makes driving layup,False,0,24,0.7500,0.2500
285,3,5:27,1833.0000,30,Rui Hachimura misses 24-foot three point jumper,False,0,24,0.8200,0.1800
286,3,5:25,1835.0000,30,Knicks defensive team rebound,False,0,24,0.8400,0.1600
287,3,5:25,1835.0000,30,Mitchell Robinson enters the game for OG Anunoby,False,0,24,0.7700,0.2300
288,3,5:25,1835.0000,30,Landry Shamet enters the game for Karl-Anthony Towns,False,0,24,0.7700,0.2300
289,3,5:25,1835.0000,30,Gabe Vincent enters the game for Deandre Ayton,False,0,24,0.8100,0.1900
290,3,5:25,1835.0000,30,Jaxson Hayes enters the game for LeBron James,False,0,24,0.7500,0.2500
291,3,5:25,1835.0000,30,Jarred Vanderbilt enters the game for Marcus Smart,False,0,24,0.7400,0.2600
292,3,5:02,1858.0000,30,Jaxson Hayes blocks Landry Shamet 's 5-foot driving layup,False,0,24,0.7500,0.2500
293,3,5:01,1859.0000,30,Knicks offensive team rebound,False,0,24,0.7900,0.2100
294,3,5:00,1860.0000,31,shot clock turnover ,False,0,24,0.6900,0.3100
295,3,4:45,1875.0000,31,Luka Doncic misses two point shot,False,0,24,0.6900,0.3100
296,3,4:43,1877.0000,31,Jaxson Hayes offensive rebound,False,0,24,0.7900,0.2100
297,3,4:43,1877.0000,31,Jaxson Hayes makes tip shot,False,0,24,0.7200,0.2800
298,3,4:37,1883.0000,31,Jalen Brunson misses 26-foot three point jumper,False,0,24,0.7300,0.2700
299,3,4:36,1884.0000,31,Luka Doncic defensive rebound,False,0,24,0.7000,0.3000
300,3,4:13,1907.0000,31,Gabe Vincent makes 23-foot three point jumper (Luka Doncic assists),False,0,24,0.6600,0.3400
301,3,3:53,1927.0000,32,Landry Shamet misses 25-foot three point step back jumpshot,False,0,24,0.6900,0.3100
302,3,3:51,1929.0000,32,Luka Doncic defensive rebound,False,0,24,0.7000,0.3000
303,3,3:45,1935.0000,32,Luka Doncic makes 25-foot three point step back jumpshot,True,3,27,0.9500,0.0500
304,3,3:25,1955.0000,32,Karl-Anthony Towns enters the game for Josh Hart,False,0,27,0.9300,0.0700
305,3,3:25,1955.0000,32,OG Anunoby enters the game for Mikal Bridges,False,0,27,0.9700,0.0300
306,3,3:13,1967.0000,32,Landry Shamet misses 24-foot three point jumper,False,0,27,0.9100,0.0900
307,3,3:10,1970.0000,32,Gabe Vincent defensive rebound,False,0,27,0.9600,0.0400
308,3,3:05,1975.0000,32,Rui Hachimura misses 26-foot running jump shot,False,0,27,0.9100,0.0900
309,3,3:01,1979.0000,32,Karl-Anthony Towns defensive rebound,False,0,27,0.9300,0.0700
310,3,2:52,1988.0000,33,Jalen Brunson misses driving floating jump shot,False,0,27,0.8900,0.1100
311,3,2:51,1989.0000,33,Jalen Brunson offensive rebound,False,0,27,0.8800,0.1200
312,3,2:49,1991.0000,33,Jalen Brunson misses two point shot,False,0,27,0.9100,0.0900
313,3,2:48,1992.0000,33,Luka Doncic defensive rebound,False,0,27,0.9000,0.1000
314,3,2:41,1999.0000,33,"Luka Doncic bad pass
turnover (Karl-Anthony Towns steals)",False,0,27,0.9300,0.0700
315,3,2:37,2003.0000,33,OG Anunoby makes 1-foot running dunk (Jalen Brunson assists),False,0,27,0.9100,0.0900
316,3,2:24,2016.0000,33,"Gabe Vincent bad pass
turnover (OG Anunoby steals)",False,0,27,0.8500,0.1500
317,3,2:18,2022.0000,33,OG Anunoby makes 1-foot running dunk,False,0,27,0.8700,0.1300
318,3,1:57,2043.0000,34,Rui Hachimura misses 23-foot three point jumper,False,0,27,0.8800,0.1200
319,3,1:54,2046.0000,34,Jalen Brunson defensive rebound,False,0,27,0.8400,0.1600
320,3,1:51,2049.0000,34,Landry Shamet makes layup (Jalen Brunson assists),False,0,27,0.8500,0.1500
321,3,1:51,2049.0000,34,Lakers Full timeout,False,0,27,0.8400,0.1600
322,3,1:51,2049.0000,34,Marcus Smart enters the game for Luka Doncic,False,0,27,0.8200,0.1800
323,3,1:51,2049.0000,34,LeBron James enters the game for Gabe Vincent,False,0,27,0.8200,0.1800
324,3,1:27,2073.0000,34,LeBron James makes 12-foot two point shot,False,0,27,0.7700,0.2300
325,3,1:10,2090.0000,34,Landry Shamet makes 23-foot three point jumper (Jalen Brunson assists),False,0,27,0.7600,0.2400
326,3,51.2,2108.8000,35,Marcus Smart misses 25-foot three point jumper,False,0,27,0.6500,0.3500
327,3,49.5,2110.5000,35,Mitchell Robinson defensive rebound,False,0,27,0.6900,0.3100
328,3,40.3,2119.7000,35,Jalen Brunson makes 26-foot three pointer,False,0,27,0.7600,0.2400
329,3,26.0,2134.0000,35,LeBron James makes 26-foot three point step back jumpshot,False,0,27,0.6500,0.3500
330,3,6.2,2153.8000,35,OG Anunoby makes 23-foot three point jumper (Jalen Brunson assists),False,0,27,0.6300,0.3700
331,3,0.0,2160.0000,36,LeBron James misses 31-foot three point pullup jump shot,False,0,27,0.5900,0.4100
332,3,0.0,2160.0000,36,Lakers offensive team rebound,False,0,27,0.5600,0.4400
333,3,0.0,2160.0000,36,End of the 3rd Quarter,False,0,27,0.6000,0.4000
334,4,12:00,2160.0000,36,Tyler Kolek enters the game for Jalen Brunson,False,0,27,0.6200,0.3800
335,4,12:00,2160.0000,36,Mikal Bridges enters the game for Mitchell Robinson,False,0,27,0.6200,0.3800
336,4,12:00,2160.0000,36,Josh Hart enters the game for Landry Shamet,False,0,27,0.6900,0.3100
337,4,12:00,2160.0000,36,Deandre Ayton enters the game for Jaxson Hayes,False,0,27,0.6200,0.3800
338,4,11:47,2173.0000,36,OG Anunoby steps out of bounds turnover,False,0,27,0.6900,0.3100
339,4,11:31,2189.0000,36,LeBron James makes 5-foot driving floating jump shot,False,0,27,0.6400,0.3600
340,4,11:19,2201.0000,36,Mikal Bridges makes 2-foot layup (Tyler Kolek assists),False,0,27,0.5500,0.4500
341,4,11:08,2212.0000,36,Marcus Smart makes driving layup,False,0,27,0.6400,0.3600
342,4,10:45,2235.0000,37,Tyler Kolek misses 7-foot fade away jump shot,False,0,27,0.6600,0.3400
343,4,10:43,2237.0000,37,Jarred Vanderbilt defensive rebound,False,0,27,0.5000,0.5000
344,4,10:34,2246.0000,37,Marcus Smart misses driving floating jump shot,False,0,27,0.4400,0.5600
345,4,10:31,2249.0000,37,Tyler Kolek defensive rebound,False,0,27,0.5500,0.4500
346,4,10:25,2255.0000,37,OG Anunoby misses finger roll layup,False,0,27,0.5300,0.4700
347,4,10:24,2256.0000,37,LeBron James defensive rebound,False,0,27,0.5000,0.5000
348,4,10:12,2268.0000,37,Rui Hachimura misses 24-foot three point jumper,False,0,27,0.5100,0.4900
349,4,10:11,2269.0000,37,Jarred Vanderbilt offensive rebound,False,0,27,0.4700,0.5300
350,4,10:11,2269.0000,37,Jarred Vanderbilt misses tip shot,False,0,27,0.5500,0.4500
351,4,10:09,2271.0000,37,Deandre Ayton offensive rebound,False,0,27,0.5400,0.4600
352,4,10:09,2271.0000,37,Deandre Ayton makes tip shot,False,0,27,0.6200,0.3800
353,4,10:09,2271.0000,37,Knicks Full timeout,False,0,27,0.5200,0.4800
354,4,9:50,2290.0000,38,Josh Hart makes 22-foot three point jumper (Tyler Kolek assists),False,0,27,0.6200,0.3800
355,4,9:28,2312.0000,38,LeBron James out of bounds bad pass turnover,False,0,27,0.5200,0.4800
356,4,9:11,2329.0000,38,OG Anunoby makes dunk (Karl-Anthony Towns assists),False,0,27,0.4600,0.5400
357,4,8:47,2353.0000,39,Jarred Vanderbilt misses 23-foot three point jumper,False,0,27,0.4400,0.5600
358,4,8:44,2356.0000,39,OG Anunoby defensive rebound,False,0,27,0.4200,0.5800
359,4,8:41,2359.0000,39,Jarred Vanderbilt personal foul,False,0,27,0.4700,0.5300
360,4,8:41,2359.0000,39,Mitchell Robinson enters the game for OG Anunoby,False,0,27,0.4000,0.6000
361,4,8:41,2359.0000,39,Landry Shamet enters the game for Mikal Bridges,False,0,27,0.4200,0.5800
362,4,8:41,2359.0000,39,Luka Doncic enters the game for Jarred Vanderbilt,False,0,27,0.4400,0.5600
363,4,8:41,2359.0000,39,Gabe Vincent enters the game for Rui Hachimura,False,0,27,0.4900,0.5100
364,4,8:22,2378.0000,39,shot clock turnover ,False,0,27,0.4500,0.5500
365,4,8:03,2397.0000,39,Marcus Smart misses driving floating jump shot,False,0,27,0.4500,0.5500
366,4,8:01,2399.0000,39,Karl-Anthony Towns defensive rebound,False,0,27,0.4400,0.5600
367,4,7:51,2409.0000,40,Karl-Anthony Towns lost ball turnover (Marcus Smart steals),False,0,27,0.4400,0.5600
368,4,7:40,2420.0000,40,Luka Doncic misses driving floating jump shot,False,0,27,0.3800,0.6200
369,4,7:38,2422.0000,40,Karl-Anthony Towns defensive rebound,False,0,27,0.3700,0.6300
370,4,7:33,2427.0000,40,Tyler Kolek misses running pullup jump shot,False,0,27,0.4300,0.5700
371,4,7:30,2430.0000,40,Luka Doncic defensive rebound,False,0,27,0.4500,0.5500
372,4,7:25,2435.0000,40,LeBron James misses running pullup jump shot,False,0,27,0.4100,0.5900
373,4,7:22,2438.0000,40,Josh Hart defensive rebound,False,0,27,0.4400,0.5600
374,4,7:06,2454.0000,40,Tyler Kolek misses 9-foot two point shot,False,0,27,0.3400,0.6600
375,4,7:04,2456.0000,40,Luka Doncic defensive rebound,False,0,27,0.3400,0.6600
376,4,7:02,2458.0000,40,Karl-Anthony Towns shooting foul,False,0,27,0.4100,0.5900
377,4,7:02,2458.0000,40,LeBron James misses free throw 1 of 2,False,0,27,0.3900,0.6100
378,4,7:02,2458.0000,40,Lakers offensive team rebound,False,0,27,0.4400,0.5600
379,4,7:02,2458.0000,40,Mikal Bridges enters the game for Tyler Kolek,False,0,27,0.4400,0.5600
380,4,7:02,2458.0000,40,Jalen Brunson enters the game for Josh Hart,False,0,27,0.3400,0.6600
381,4,7:02,2458.0000,40,Jake LaRavia enters the game for Marcus Smart,False,0,27,0.2900,0.7100
382,4,7:02,2458.0000,40,LeBron James makes free throw 2 of 2,False,0,27,0.3900,0.6100
383,4,6:52,2468.0000,41,Karl-Anthony Towns misses driving floating jump shot,False,0,27,0.3600,0.6400
384,4,6:49,2471.0000,41,Luka Doncic defensive rebound,False,0,27,0.4800,0.5200
385,4,6:28,2492.0000,41,Luka Doncic misses 27-foot three point jumper,False,0,27,0.3200,0.6800
386,4,6:27,2493.0000,41,Lakers offensive team rebound,False,0,27,0.2900,0.7100
387,4,6:27,2493.0000,41,Mikal Bridges loose ball foul,False,0,27,0.2900,0.7100
388,4,6:27,2493.0000,41,Josh Hart enters the game for Karl-Anthony Towns,False,0,27,0.3200,0.6800
389,4,6:27,2493.0000,41,Rui Hachimura enters the game for LeBron James,False,0,27,0.3800,0.6200
390,4,6:20,2500.0000,41,Luka Doncic offensive charge,False,0,27,0.3400,0.6600
391,4,6:20,2500.0000,41,Knicks Full timeout,False,0,27,0.3200,0.6800
392,4,6:20,2500.0000,41,(06:20) [Knicks] COACH'S CHALLENGE (CALL OVERTURNED) [Knicks] retain their timeout,False,0,27,0.3100,0.6900
393,4,6:20,2500.0000,41,Luka Doncic offensive foul turnover,False,0,27,0.2800,0.7200
394,4,5:57,2523.0000,42,Josh Hart makes 8-foot fade away jump shot (Jalen Brunson assists),False,0,27,0.2800,0.7200
395,4,5:40,2540.0000,42,Jake LaRavia makes 4-foot pullup jump shot (Luka Doncic assists),False,0,27,0.2300,0.7700
396,4,5:11,2569.0000,42,Landry Shamet makes 25-foot three pointer (Jalen Brunson assists),False,0,27,0.1900,0.8100
397,4,4:48,2592.0000,43,Luka Doncic makes 24-foot three point step back jumpshot (Jake LaRavia assists),True,3,30,0.9500,0.0500
398,4,4:29,2611.0000,43,Mikal Bridges makes 10-foot turnaround jump shot (Jalen Brunson assists),False,0,30,0.9300,0.0700
399,4,4:03,2637.0000,43,Jake LaRavia misses 24-foot three point step back jumpshot,False,0,30,0.8700,0.1300
400,4,4:00,2640.0000,44,Mitchell Robinson defensive rebound,False,0,30,0.8700,0.1300
401,4,3:55,2645.0000,44,Jake LaRavia personal foul,False,0,30,0.8700,0.1300
402,4,3:55,2645.0000,44,OG Anunoby enters the game for Mikal Bridges,False,0,30,0.8700,0.1300
403,4,3:55,2645.0000,44,LeBron James enters the game for Gabe Vincent,False,0,30,0.8500,0.1500
404,4,3:55,2645.0000,44,Marcus Smart enters the game for Rui Hachimura,False,0,30,0.8600,0.1400
405,4,3:43,2657.0000,44,OG Anunoby misses 23-foot three point jumper,False,0,30,0.9100,0.0900
406,4,3:42,2658.0000,44,Lakers defensive team rebound,False,0,30,0.9200,0.0800
407,4,3:42,2658.0000,44,Josh Hart loose ball foul,False,0,30,0.8300,0.1700
408,4,3:34,2666.0000,44,Lakers Full timeout,False,0,30,0.8900,0.1100
409,4,3:34,2666.0000,44,Rui Hachimura enters the game for Deandre Ayton,False,0,30,0.8900,0.1100
410,4,3:19,2681.0000,44,Luka Doncic misses 28-foot three point pullup jump shot,False,0,30,0.8400,0.1600
411,4,3:18,2682.0000,44,Lakers offensive team rebound,False,0,30,0.8300,0.1700
412,4,3:18,2682.0000,44,shot clock turnover ,False,0,30,0.8200,0.1800
413,4,3:06,2694.0000,44,Jalen Brunson misses 25-foot three point step back jumpshot,False,0,30,0.7600,0.2400
414,4,3:04,2696.0000,44,OG Anunoby offensive rebound,False,0,30,0.8800,0.1200
415,4,3:02,2698.0000,44,OG Anunoby makes 1-foot dunk,False,0,30,0.8500,0.1500
416,4,2:51,2709.0000,45,Marcus Smart lost ball turnover (OG Anunoby steals),False,0,30,0.8200,0.1800
417,4,2:26,2734.0000,45,OG Anunoby misses 23-foot fade away jump shot,False,0,30,0.7900,0.2100
418,4,2:23,2737.0000,45,Jake LaRavia defensive rebound,False,0,30,0.7700,0.2300
419,4,2:14,2746.0000,45,Marcus Smart makes 26-foot three point jumper (LeBron James assists),False,0,30,0.7500,0.2500
420,4,1:51,2769.0000,46,Landry Shamet misses 27-foot three point jumper,False,0,30,0.6600,0.3400
421,4,1:48,2772.0000,46,OG Anunoby offensive rebound,False,0,30,0.6400,0.3600
422,4,1:37,2783.0000,46,Josh Hart misses 25-foot three point pullup jump shot,False,0,30,0.6000,0.4000
423,4,1:34,2786.0000,46,Mitchell Robinson offensive rebound,False,0,30,0.5600,0.4400
424,4,1:33,2787.0000,46,Landry Shamet makes 23-foot three point jumper (Mitchell Robinson assists),False,0,30,0.5200,0.4800
425,4,1:20,2800.0000,46,LeBron James makes driving dunk (Luka Doncic assists),False,0,30,0.4700,0.5300
426,4,59.3,2820.7000,47,Landry Shamet makes 26-foot three point jumper (OG Anunoby assists),False,0,30,0.3300,0.6700
427,4,59.3,2820.7000,47,Lakers Full timeout,False,0,30,0.3700,0.6300
428,4,59.3,2820.7000,47,Mikal Bridges enters the game for Mitchell Robinson,False,0,30,0.3400,0.6600
429,4,59.3,2820.7000,47,Dalton Knecht enters the game for Luka Doncic,False,0,30,0.4500,0.5500
430,4,59.3,2820.7000,47,Nick Smith Jr. enters the game for LeBron James,False,0,30,0.2800,0.7200
431,4,59.3,2820.7000,47,Maxi Kleber enters the game for Marcus Smart,False,0,30,0.4100,0.5900
432,4,59.3,2820.7000,47,Drew Timme enters the game for Rui Hachimura,False,0,30,0.3400,0.6600
433,4,48.2,2831.8000,47,Drew Timme misses 14-foot two point shot,False,0,30,0.2800,0.7200
434,4,47.3,2832.7000,47,Lakers offensive team rebound,False,0,30,0.1900,0.8100
435,4,47.3,2832.7000,47,Ariel Hukporti enters the game for Landry Shamet,False,0,30,0.2300,0.7700
436,4,47.3,2832.7000,47,Tyler Kolek enters the game for Jalen Brunson,False,0,30,0.2000,0.8000
437,4,47.3,2832.7000,47,Mohamed Diawara enters the game for Josh Hart,False,0,30,0.2600,0.7400
438,4,47.3,2832.7000,47,Trey Jemison III enters the game for OG Anunoby,False,0,30,0.2300,0.7700
439,4,47.3,2832.7000,47,Dillon Jones enters the game for Mikal Bridges,False,0,30,0.1800,0.8200
440,4,41.0,2839.0000,47,Ariel Hukporti shooting foul,False,0,30,0.1700,0.8300
441,4,41.0,2839.0000,47,Maxi Kleber misses free throw 1 of 2,False,0,30,0.1500,0.8500
442,4,41.0,2839.0000,47,Lakers offensive team rebound,False,0,30,0.1800,0.8200
443,4,41.0,2839.0000,47,Maxi Kleber makes free throw 2 of 2,False,0,30,0.1900,0.8100
444,4,29.7,2850.3000,47,Ariel Hukporti misses 5-foot two point shot,False,0,30,0.0500,0.9500
445,4,26.6,2853.4000,47,Trey Jemison III offensive rebound,False,0,30,0.0300,0.9700
446,4,17.2,2862.8000,47,Dillon Jones misses 12-foot step back jumpshot,False,0,30,0.0000,1.0000
447,4,14.5,2865.5000,47,Maxi Kleber defensive rebound,False,0,30,0.0000,1.0000
448,4,0.9,2879.1000,47,Nick Smith Jr. misses 17-foot pullup jump shot,False,0,30,0.0000,1.0000
449,4,0.9,2879.1000,47,Trey Jemison III defensive rebound,False,0,30,0.0000,1.0000
450,4,0.0,2880.0000,48,End of the 4th Quarter,False,0,30,0.0000,1.0000
451,4,0.0,2880.0000,48,End of Game,False,0,30,0.0000,1.0000
