strategy_idx,line_tier,spread_bin,scorer_type,bet_side,training_roi,training_hit_rate,training_games,backtest_plays,backtest_wins,backtest_losses,backtest_pushes,backtest_win_rate,backtest_profit,backtest_roi,roi_delta,season
6,25-30 (High Star),2-6 Dog,N/A,OVER,6.1,55.6,108,150,69,81,0,46.0,-1827.2100000000003,-12.181400000000002,-18.2814,2024-25
63,25-30 (High Star),2-6 Dog,N/A,UNDER,-15.2,44.4,108,150,81,69,0,54.0,463.7099999999996,3.0913999999999975,18.291399999999996,2024-25
29,20-25 (Star),10-15 Dog,N/A,UNDER,-2.8,50.9,55,119,71,47,1,60.16949152542372,1754.6099999999994,14.744621848739492,17.544621848739492,2024-25
39,20-25 (Star),10-15 Dog,N/A,OVER,-6.3,49.1,55,119,47,71,1,39.83050847457627,-2827.230000000002,-23.758235294117664,-17.458235294117664,2024-25
34,25-30 (High Star),Pick'em (-2 to +2),N/A,OVER,-4.5,50.0,66,100,50,50,0,50.0,-454.5000000000007,-4.545000000000007,-0.045000000000007034,2024-25
35,25-30 (High Star),Pick'em (-2 to +2),N/A,UNDER,-4.5,50.0,66,100,50,50,0,50.0,-454.50000000000057,-4.545000000000006,-0.045000000000006146,2024-25
46,25-30 (High Star),6-10 Dog,N/A,UNDER,-9.1,47.6,84,91,47,44,0,51.64835164835166,-127.23000000000042,-1.3981318681318726,7.701868131868127,2024-25
23,25-30 (High Star),6-10 Dog,N/A,OVER,0.0,52.4,84,91,44,47,0,48.35164835164835,-699.9600000000003,-7.691868131868135,-7.691868131868135,2024-25
61,5-10 (Bench),15+ Fav,N/A,OVER,-13.9,45.1,51,61,35,26,0,57.377049180327866,581.8499999999998,9.53852459016393,23.43852459016393,2024-25
10,5-10 (Bench),15+ Fav,N/A,UNDER,4.8,54.9,51,61,26,35,0,42.62295081967213,-1136.34,-18.628524590163934,-23.428524590163935,2024-25
44,5-10 (Bench),15+ Dog,N/A,UNDER,-8.1,48.1,54,40,11,29,0,27.500000000000004,-1899.9900000000002,-47.499750000000006,-39.399750000000004,2024-25
25,5-10 (Bench),15+ Dog,N/A,OVER,-1.0,51.9,54,40,29,11,0,72.5,1536.3899999999999,38.409749999999995,39.409749999999995,2024-25
58,25-30 (High Star),10-15 Dog,N/A,UNDER,-13.2,45.5,66,24,17,7,0,70.83333333333334,845.47,35.22791666666667,48.427916666666675,2024-25
11,25-30 (High Star),10-15 Dog,N/A,OVER,4.1,54.5,66,24,7,17,0,29.166666666666668,-1063.63,-44.317916666666676,-48.41791666666668,2024-25
