game_id,game_time,away_team,home_team,bookmaker,away_spread,away_price,away_adjusted_spread,home_spread,home_price,home_adjusted_spread,fetched_at,last_bookmaker_update
e6de2100b01d094ccb20332bec9bd42a,2025-12-24T03:10:00Z,Orlando Magic,Portland Trail Blazers,betmgm,-1.5,-110,-1.5,1.5,-110,1.5,2025-12-24T02:17:24.218624+00:00,
e6de2100b01d094ccb20332bec9bd42a,2025-12-24T03:10:00Z,Orlando Magic,Portland Trail Blazers,betus,-1.5,-110,-1.5,1.5,-110,1.5,2025-12-24T02:17:24.218624+00:00,
e6de2100b01d094ccb20332bec9bd42a,2025-12-24T03:10:00Z,Orlando Magic,Portland Trail Blazers,betrivers,-2.0,-112,-2.003,2.0,-114,1.994,2025-12-24T02:17:24.218624+00:00,
e6de2100b01d094ccb20332bec9bd42a,2025-12-24T03:10:00Z,Orlando Magic,Portland Trail Blazers,bovada,-1.5,-110,-1.5,1.5,-110,1.5,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,fanduel,-8.0,-110,-8.0,8.0,-110,8.0,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,betonlineag,-8.0,-108,-7.997,8.0,-112,7.997,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,lowvig,-8.0,-104,-7.991,8.0,-108,8.003,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,williamhill_us,-8.0,-115,-8.0075,8.0,-105,8.0075,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,mybookieag,-8.0,-110,-8.0,8.0,-110,8.0,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,draftkings,-7.5,-118,-7.512,7.5,-102,7.512,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,betmgm,-7.5,-118,-7.512,7.5,-102,7.512,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,betrivers,-7.5,-115,-7.5075,7.5,-110,7.5,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,betus,-8.0,-110,-8.0,8.0,-110,8.0,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,bovada,-7.0,-110,-7.0,7.0,-110,7.0,2025-12-24T02:17:24.218624+00:00,
aedd66eec65402eb926bb64dbbdb4634,2025-12-24T03:40:00Z,Houston Rockets,Los Angeles Clippers,fanatics,-8.0,-110,-8.0,8.0,-110,8.0,2025-12-24T02:17:24.218624+00:00,
f557c9173a46a3c7c87afb4bd68f6644,2025-12-25T17:00:00Z,Cleveland Cavaliers,New York Knicks,draftkings,5.5,-105,5.5075,-5.5,-115,-5.5075,2025-12-24T02:17:24.218624+00:00,
f557c9173a46a3c7c87afb4bd68f6644,2025-12-25T17:00:00Z,Cleveland Cavaliers,New York Knicks,fanduel,6.0,-110,6.0,-6.0,-110,-6.0,2025-12-24T02:17:24.218624+00:00,
f557c9173a46a3c7c87afb4bd68f6644,2025-12-25T17:00:00Z,Cleveland Cavaliers,New York Knicks,williamhill_us,5.5,-105,5.5075,-5.5,-115,-5.5075,2025-12-24T02:17:24.218624+00:00,
f557c9173a46a3c7c87afb4bd68f6644,2025-12-25T17:00:00Z,Cleveland Cavaliers,New York Knicks,lowvig,6.0,-106,6.006,-6.0,-106,-5.994,2025-12-24T02:17:24.218624+00:00,
f557c9173a46a3c7c87afb4bd68f6644,2025-12-25T17:00:00Z,Cleveland Cavaliers,New York Knicks,betonlineag,6.0,-110,6.0,-6.0,-110,-6.0,2025-12-24T02:17:24.218624+00:00,
f557c9173a46a3c7c87afb4bd68f6644,2025-12-25T17:00:00Z,Cleveland Cavaliers,New York Knicks,betrivers,5.5,-114,5.494,-5.5,-112,-5.503,2025-12-24T02:17:24.218624+00:00,
4ca0a40cec306fd9a3c9b36b1e76500e,2025-12-25T19:30:00Z,San Antonio Spurs,Oklahoma City Thunder,draftkings,10.5,-110,10.5,-10.5,-110,-10.5,2025-12-24T02:17:24.218624+00:00,
4ca0a40cec306fd9a3c9b36b1e76500e,2025-12-25T19:30:00Z,San Antonio Spurs,Oklahoma City Thunder,fanduel,11.5,-110,11.5,-11.5,-110,-11.5,2025-12-24T02:17:24.218624+00:00,
4ca0a40cec306fd9a3c9b36b1e76500e,2025-12-25T19:30:00Z,San Antonio Spurs,Oklahoma City Thunder,williamhill_us,10.5,-105,10.5075,-10.5,-115,-10.5075,2025-12-24T02:17:24.218624+00:00,
4ca0a40cec306fd9a3c9b36b1e76500e,2025-12-25T19:30:00Z,San Antonio Spurs,Oklahoma City Thunder,betrivers,11.0,-110,11.0,-11.0,-115,-11.0075,2025-12-24T02:17:24.218624+00:00,
9010f7d8f26d5880c63b67355800f997,2025-12-25T22:00:00Z,Dallas Mavericks,Golden State Warriors,draftkings,7.5,-110,7.5,-7.5,-110,-7.5,2025-12-24T02:17:24.218624+00:00,
9010f7d8f26d5880c63b67355800f997,2025-12-25T22:00:00Z,Dallas Mavericks,Golden State Warriors,fanduel,7.5,-110,7.5,-7.5,-110,-7.5,2025-12-24T02:17:24.218624+00:00,
9010f7d8f26d5880c63b67355800f997,2025-12-25T22:00:00Z,Dallas Mavericks,Golden State Warriors,williamhill_us,7.5,-110,7.5,-7.5,-110,-7.5,2025-12-24T02:17:24.218624+00:00,
9010f7d8f26d5880c63b67355800f997,2025-12-25T22:00:00Z,Dallas Mavericks,Golden State Warriors,lowvig,7.5,-106,7.506,-7.5,-106,-7.494,2025-12-24T02:17:24.218624+00:00,
9010f7d8f26d5880c63b67355800f997,2025-12-25T22:00:00Z,Dallas Mavericks,Golden State Warriors,betonlineag,7.5,-110,7.5,-7.5,-110,-7.5,2025-12-24T02:17:24.218624+00:00,
9010f7d8f26d5880c63b67355800f997,2025-12-25T22:00:00Z,Dallas Mavericks,Golden State Warriors,betrivers,7.5,-114,7.494,-7.5,-112,-7.503,2025-12-24T02:17:24.218624+00:00,
d54afb5b752a199f93e39afc2b39d091,2025-12-26T01:00:00Z,Houston Rockets,Los Angeles Lakers,draftkings,-4.5,-115,-4.5075,4.5,-105,4.5075,2025-12-24T02:17:24.218624+00:00,
d54afb5b752a199f93e39afc2b39d091,2025-12-26T01:00:00Z,Houston Rockets,Los Angeles Lakers,fanduel,-4.0,-110,-4.0,4.0,-110,4.0,2025-12-24T02:17:24.218624+00:00,
d54afb5b752a199f93e39afc2b39d091,2025-12-26T01:00:00Z,Houston Rockets,Los Angeles Lakers,williamhill_us,-4.5,-115,-4.5075,4.5,-105,4.5075,2025-12-24T02:17:24.218624+00:00,
d54afb5b752a199f93e39afc2b39d091,2025-12-26T01:00:00Z,Houston Rockets,Los Angeles Lakers,betrivers,-4.5,-112,-4.503,4.5,-114,4.494,2025-12-24T02:17:24.218624+00:00,
6b9d46fb1b22af30b771b5f6b8a4c6f8,2025-12-26T03:30:00Z,Minnesota Timberwolves,Denver Nuggets,draftkings,4.5,-108,4.503,-4.5,-112,-4.503,2025-12-24T02:17:24.218624+00:00,
6b9d46fb1b22af30b771b5f6b8a4c6f8,2025-12-26T03:30:00Z,Minnesota Timberwolves,Denver Nuggets,fanduel,5.0,-112,4.997,-5.0,-108,-4.997,2025-12-24T02:17:24.218624+00:00,
6b9d46fb1b22af30b771b5f6b8a4c6f8,2025-12-26T03:30:00Z,Minnesota Timberwolves,Denver Nuggets,williamhill_us,4.5,-105,4.5075,-4.5,-115,-4.5075,2025-12-24T02:17:24.218624+00:00,
6b9d46fb1b22af30b771b5f6b8a4c6f8,2025-12-26T03:30:00Z,Minnesota Timberwolves,Denver Nuggets,lowvig,5.0,-111,4.9985,-5.0,-101,-4.9865,2025-12-24T02:17:24.218624+00:00,
6b9d46fb1b22af30b771b5f6b8a4c6f8,2025-12-26T03:30:00Z,Minnesota Timberwolves,Denver Nuggets,betonlineag,5.0,-115,4.9925,-5.0,-105,-4.9925,2025-12-24T02:17:24.218624+00:00,
6b9d46fb1b22af30b771b5f6b8a4c6f8,2025-12-26T03:30:00Z,Minnesota Timberwolves,Denver Nuggets,betrivers,4.5,-110,4.5,-4.5,-114,-4.506,2025-12-24T02:17:24.218624+00:00,
